long,lat,intensity
-148.0,-15.0,35380.78399179747
-148.0,-16.0,35765.284933343944
-148.0,-17.0,36165.50735792369
-148.0,-18.0,36580.31656882517
-148.0,-19.0,37008.583117228234
-148.0,-20.0,37449.19400200407
-148.0,-21.0,37901.06304908458
-148.0,-22.0,38363.14034203561
-148.0,-23.0,38834.4205837383
-148.0,-24.0,39313.95027652759
-148.0,-25.0,39800.83361634108
-148.0,-26.0,40294.23700689376
-148.0,-27.0,40793.39211383888
-148.0,-28.0,41297.59739716315
-148.0,-29.0,41806.218083115906
-148.0,-30.0,42318.684564722294
-148.0,-31.0,42834.48925185476
-148.0,-32.0,43353.18192696299
-148.0,-33.0,43874.36369955694
-148.0,-34.0,44397.67968977407
-148.0,-35.0,44922.81060705698
-148.0,-36.0,45449.463422257744
-148.0,-37.0,45977.36135861064
-148.0,-38.0,46506.23344737817
-148.0,-39.0,47035.803906314315
-148.0,-40.0,47565.781602528645
-148.0,-41.0,48095.84985549063
-148.0,-42.0,48625.656820910306
-148.0,-43.0,49154.80667271912
-148.0,-44.0,49682.85176950324
-148.0,-45.0,50209.285955078165
-148.0,-46.0,50733.53910234464
-148.0,-47.0,51254.97296724468
-148.0,-48.0,51772.87837772938
-148.0,-49.0,52286.473743283255
-148.0,-50.0,52794.904835636764
-148.0,-51.0,53297.245762448554
-148.0,-52.0,53792.50103412436
-148.0,-53.0,54279.60861026969
-148.0,-54.0,54757.443806718395
-148.0,-55.0,55224.82394631474
-148.0,-56.0,55680.513645823405
-148.0,-57.0,56123.230646263306
-148.0,-58.0,56551.65211303099
-148.0,-59.0,56964.42135358288
-148.0,-60.0,57360.154922272945
-148.0,-61.0,57737.45010226653
-148.0,-62.0,58094.89277149258
-148.0,-63.0,58431.06567179572
-148.0,-64.0,58744.557106588625
-148.0,-65.0,59033.97009157253
-148.0,-66.0,59297.93197512214
-148.0,-67.0,59535.10452986758
-148.0,-68.0,59744.19449544057
-148.0,-69.0,59923.9645253585
-148.0,-70.0,60073.244460036614
-148.0,-71.0,60190.94281471624
-148.0,-72.0,60276.058337644215
-148.0,-73.0,60327.69146221169
-148.0,-74.0,60345.05544902451
-148.0,-75.0,60327.48699195221
-148.0,-76.0,60274.45604778741
-148.0,-77.0,60185.574643580774
-148.0,-78.0,60060.60441994364
-148.0,-79.0,59899.46268308929
-148.0,-80.0,59702.22676308399
-148.0,-81.0,59469.13651014288
-148.0,-82.0,59200.594803806394
-148.0,-83.0,58897.165999972094
-148.0,-84.0,58559.572296179664
-148.0,-85.0,58188.688054051985
-148.0,-86.0,57785.53217703332
-148.0,-87.0,57351.25869901912
-148.0,-88.0,56887.14579269337
-148.0,-89.0,56394.58345301043
-147.0,90.0,56325.69242082582
-147.0,89.0,56424.15090284716
-147.0,88.0,56521.914777109654
-147.0,87.0,56619.10909217621
-147.0,86.0,56715.735807518075
-147.0,85.0,56811.65109667914
-147.0,84.0,56906.546067218325
-147.0,83.0,56999.93185652913
-147.0,82.0,57091.129904054746
-147.0,81.0,57179.26800135273
-147.0,80.0,57263.282492040875
-147.0,79.0,57341.926745919445
-147.0,78.0,57413.7857787053
-147.0,77.0,57477.29664408399
-147.0,76.0,57530.774000593476
-147.0,75.0,57572.44006283843
-147.0,74.0,57600.45799297089
-147.0,73.0,57612.967679699985
-147.0,72.0,57608.122790895344
-147.0,71.0,57584.12797188471
-147.0,70.0,57539.2750921928
-147.0,69.0,57471.97751411332
-147.0,68.0,57380.801461155235
-147.0,67.0,57264.4936961493
-147.0,66.0,57122.00487037829
-147.0,65.0,56952.50806922988
-147.0,64.0,56755.41224963242
-147.0,63.0,56530.37043354634
-147.0,62.0,56277.28268435902
-147.0,61.0,55996.2940442794
-147.0,60.0,55687.787746657705
-147.0,59.0,55352.37413433151
-147.0,58.0,54990.875811155325
-147.0,57.0,54604.309627196184
-147.0,56.0,54193.86614777011
-147.0,55.0,53760.887282447875
-147.0,54.0,53306.84275293567
-147.0,53.0,52833.30605959887
-147.0,52.0,52341.93056722443
-147.0,51.0,51834.42627384587
-147.0,50.0,51312.5377550415
-147.0,49.0,50778.02369340687
-147.0,48.0,50232.638312552226
-147.0,47.0,49678.11494083691
-147.0,46.0,49116.15183599214
-147.0,45.0,48548.40031160376
-147.0,44.0,47976.4551236304
-147.0,43.0,47401.8470028501
-147.0,42.0,46826.037159895415
-147.0,41.0,46250.41354525813
-147.0,40.0,45676.288618404156
-147.0,39.0,45104.89836823137
-147.0,38.0,44537.40233096693
-147.0,37.0,43974.88436984618
-147.0,36.0,43418.35401144685
-147.0,35.0,42868.74817362221
-147.0,34.0,42326.93316639062
-147.0,33.0,41793.70689640214
-147.0,32.0,41269.80125413482
-147.0,31.0,40755.884707300516
-147.0,30.0,40252.565160905426
-147.0,29.0,39760.39317134726
-147.0,28.0,39279.86561682799
-147.0,27.0,38811.429927980695
-147.0,26.0,38355.48897057837
-147.0,25.0,37912.40664701276
-147.0,24.0,37482.51424628749
-147.0,23.0,37066.117525726884
-147.0,22.0,36663.50445430128
-147.0,21.0,36274.9534907602
-147.0,20.0,35900.74221329742
-147.0,19.0,35541.15606499846
-147.0,18.0,35196.49693446867
-147.0,17.0,34867.091257104665
-147.0,16.0,34553.29730223963
-147.0,15.0,34255.51130698654
-147.0,14.0,33974.17213036463
-147.0,13.0,33709.76413171501
-147.0,12.0,33462.81802508346
-147.0,11.0,33233.90952485772
-147.0,10.0,33023.655675286434
-147.0,9.0,32832.7088445311
-147.0,8.0,32661.748458785743
-147.0,7.0,32511.470649270705
-147.0,6.0,32382.576079606886
-147.0,5.0,32275.75630798048
-147.0,4.0,32191.679112427348
-147.0,3.0,32130.97326369888
-147.0,2.0,32094.213264490932
-147.0,1.0,32081.904583492098
-147.0,0.0,32094.469896431492
-147.0,-1.0,32132.236804583266
-147.0,-2.0,32195.42743639698
-147.0,-3.0,32284.15025425105
-147.0,-4.0,32398.394291413428
-147.0,-5.0,32538.02594076221
-147.0,-6.0,32702.78831360579
-147.0,-7.0,32892.30309063734
-147.0,-8.0,33106.07470323893
-147.0,-9.0,33343.49661610118
-147.0,-10.0,33603.859433712525
-147.0,-11.0,33886.36052411919
-147.0,-12.0,34190.114842163435
-147.0,-13.0,34514.16663853699
-147.0,-14.0,34857.50175690251
-147.0,-15.0,35219.06024511971
-147.0,-16.0,35597.7490344372
-147.0,-17.0,35992.454469020166
-147.0,-18.0,36402.054494780416
-147.0,-19.0,36825.43033944613
-147.0,-20.0,37261.47753436388
-147.0,-21.0,37709.11614270036
-147.0,-22.0,38167.30006924475
-147.0,-23.0,38635.02533510939
-147.0,-24.0,39111.33720780422
-147.0,-25.0,39595.33608498733
-147.0,-26.0,40086.18204015434
-147.0,-27.0,40583.09795184669
-147.0,-28.0,41085.37115549047
-147.0,-29.0,41592.353579153176
-147.0,-30.0,42103.46035127716
-147.0,-31.0,42618.16689930985
-147.0,-32.0,43136.004592161466
-147.0,-33.0,43656.55501528254
-147.0,-34.0,44179.443003283144
-147.0,-35.0,44704.32858967311
-147.0,-36.0,45230.898064676345
-147.0,-37.0,45758.85435844613
-147.0,-38.0,46287.9069868351
-147.0,-39.0,46817.761808921074
-147.0,-40.0,47348.110848923076
-147.0,-41.0,47878.622429580166
-147.0,-42.0,48408.93184964627
-147.0,-43.0,48938.63281551081
-147.0,-44.0,49467.269807208024
-147.0,-45.0,49994.33152375837
-147.0,-46.0,50519.24551374176
-147.0,-47.0,51041.374056291235
-147.0,-48.0,51560.011317435084
-147.0,-49.0,52074.38176896637
-147.0,-50.0,52583.639823632235
-147.0,-51.0,53086.87061296529
-147.0,-52.0,53583.09181365125
-147.0,-53.0,54071.25641561563
-147.0,-54.0,54550.25632016684
-147.0,-55.0,55018.9266592164
-147.0,-56.0,55476.050735984456
-147.0,-57.0,55920.36550246765
-147.0,-58.0,56350.56750772984
-147.0,-59.0,56765.31927200979
-147.0,-60.0,57163.256062816086
-147.0,-61.0,57542.9930687366
-147.0,-62.0,57903.13298285736
-147.0,-63.0,58242.27401896726
-147.0,-64.0,58559.018388908094
-147.0,-65.0,58851.98126776033
-147.0,-66.0,59119.800264679085
-147.0,-67.0,59361.14540128566
-147.0,-68.0,59574.72957718973
-147.0,-69.0,59759.319474553384
-147.0,-70.0,59913.74682205176
-147.0,-71.0,60036.91990492077
-147.0,-72.0,60127.83517396534
-147.0,-73.0,60185.58877451501
-147.0,-74.0,60209.38778840338
-147.0,-75.0,60198.56096002673
-147.0,-76.0,60152.568663094076
-147.0,-77.0,60071.011859126935
-147.0,-78.0,59953.639803052676
-147.0,-79.0,59800.3562657889
-147.0,-80.0,59611.2240684988
-147.0,-81.0,59386.46775765383
-147.0,-82.0,59126.474293118525
-147.0,-83.0,58831.79167169141
-147.0,-84.0,58503.12546401805
-147.0,-85.0,58141.3333013669
-147.0,-86.0,57747.41740805116
-147.0,-87.0,57322.51533280827
-147.0,-88.0,56867.88908575292
-147.0,-89.0,56384.91293425711
-146.0,90.0,56325.69242082582
-146.0,89.0,56421.93521833258
-146.0,88.0,56517.978194895484
-146.0,87.0,56613.97316254046
-146.0,86.0,56709.94429518748
-146.0,85.0,56805.765268328265
-146.0,84.0,56901.139889506936
-146.0,83.0,56995.58717482421
-146.0,82.0,57088.431665976284
-146.0,81.0,57178.79958144061
-146.0,80.0,57265.62116457446
-146.0,79.0,57347.63934278449
-146.0,78.0,57423.424558805615
-146.0,77.0,57491.39539079284
-146.0,76.0,57549.844354754874
-146.0,75.0,57596.96809140709
-146.0,74.0,57630.90098793032
-146.0,73.0,57649.751178675644
-146.0,72.0,57651.63780994693
-146.0,71.0,57634.72844220844
-146.0,70.0,57597.27549561757
-146.0,69.0,57537.650716924
-146.0,68.0,57454.37675142842
-146.0,67.0,57346.15503589408
-146.0,66.0,57211.88937978667
-146.0,65.0,57050.704765738476
-146.0,64.0,56861.961068823584
-146.0,63.0,56645.26156179963
-146.0,62.0,56400.45623433263
-146.0,61.0,56127.64010358928
-146.0,60.0,55827.14682747082
-146.0,59.0,55499.53804703827
-146.0,58.0,55145.58897897396
-146.0,57.0,54766.2708506986
-146.0,56.0,54362.73081919403
-146.0,55.0,53936.27003961351
-146.0,54.0,53488.32055199402
-146.0,53.0,53020.42163512169
-146.0,52.0,52534.19623770983
-146.0,51.0,52031.32804099247
-146.0,50.0,51513.53963652921
-146.0,49.0,50982.57222178392
-146.0,48.0,50440.16712748942
-146.0,47.0,49888.04939872006
-146.0,46.0,49327.91355977004
-146.0,45.0,48761.41160507413
-146.0,44.0,48190.14317793459
-146.0,43.0,47615.64782874987
-146.0,42.0,47039.399187225994
-146.0,41.0,46462.80084049925
-146.0,40.0,45887.183682216935
-146.0,39.0,45313.804486647656
-146.0,38.0,44743.84546621614
-146.0,37.0,44178.414589084496
-146.0,36.0,43618.54646343113
-146.0,35.0,43065.203634208694
-146.0,34.0,42519.27818324229
-146.0,33.0,41981.59357114587
-146.0,32.0,41452.90670618934
-146.0,31.0,40933.910267571584
-146.0,30.0,40425.23534548456
-146.0,29.0,39927.454485329035
-146.0,28.0,39441.08523654238
-146.0,27.0,38966.59430657103
-146.0,26.0,38504.40240725254
-146.0,25.0,38054.88985481662
-146.0,24.0,37618.40294727831
-146.0,23.0,37195.261096343456
-146.0,22.0,36785.76463789994
-146.0,21.0,36390.203189032385
-146.0,20.0,36008.864363861016
-146.0,19.0,35642.04260904806
-146.0,18.0,35290.04787607636
-146.0,17.0,34953.213814595365
-146.0,16.0,34631.905151949904
-146.0,15.0,34326.523920497035
-146.0,14.0,34037.51420775405
-146.0,13.0,33765.365135246066
-146.0,12.0,33510.61181968927
-146.0,11.0,33273.83413353839
-146.0,10.0,33055.65315874344
-146.0,9.0,32856.72531479484
-146.0,8.0,32677.73423601975
-146.0,7.0,32519.38056923687
-146.0,6.0,32382.369956413575
-146.0,5.0,32267.399552781637
-146.0,4.0,32175.143503870993
-146.0,3.0,32106.23786040585
-146.0,2.0,32061.26544402487
-146.0,1.0,32040.741186546446
-146.0,0.0,32045.098449702473
-146.0,-1.0,32074.676791381138
-146.0,-2.0,32129.71158076119
-146.0,-3.0,32210.325782371758
-146.0,-4.0,32316.524133599556
-146.0,-5.0,32448.189837995338
-146.0,-6.0,32605.08379474191
-146.0,-7.0,32786.84628934633
-146.0,-8.0,32993.00098754952
-146.0,-9.0,33222.96100767816
-146.0,-10.0,33476.036798496854
-146.0,-11.0,33751.44552051274
-146.0,-12.0,34048.32161740801
-146.0,-13.0,34365.72826824979
-146.0,-14.0,34702.669426868946
-146.0,-15.0,35058.102178438654
-146.0,-16.0,35430.94917100436
-146.0,-17.0,35820.11090818783
-146.0,-18.0,36224.47771588654
-146.0,-19.0,36642.941218797605
-146.0,-20.0,37074.40518118778
-146.0,-21.0,37517.795580517195
-146.0,-22.0,37972.06979300817
-146.0,-23.0,38436.224778213626
-146.0,-24.0,38909.30415656781
-146.0,-25.0,39390.40408135095
-146.0,-26.0,39878.67781593714
-146.0,-27.0,40373.3389398365
-146.0,-28.0,40873.66312375478
-146.0,-29.0,41378.98843510664
-146.0,-30.0,41888.71416111067
-146.0,-31.0,42402.29816627831
-146.0,-32.0,42919.25283388671
-146.0,-33.0,43439.139675633785
-146.0,-34.0,43961.56272858229
-146.0,-35.0,44486.16089201976
-146.0,-36.0,45012.59938723517
-146.0,-37.0,45540.56054877752
-146.0,-38.0,46069.73417502105
-146.0,-39.0,46599.80767762315
-146.0,-40.0,47130.45627291671
-146.0,-41.0,47661.333453073334
-146.0,-42.0,48192.06196113312
-146.0,-43.0,48722.2254723478
-146.0,-44.0,49251.36115581005
-146.0,-45.0,49778.953256524
-146.0,-46.0,50304.427800705875
-146.0,-47.0,50827.148488165556
-146.0,-48.0,51346.41379716507
-146.0,-49.0,51861.455291159036
-146.0,-50.0,52371.43708507924
-146.0,-51.0,52875.45640282303
-146.0,-52.0,53372.54513841634
-146.0,-53.0,53861.672321590835
-146.0,-54.0,54341.74738435496
-146.0,-55.0,54811.62412822153
-146.0,-56.0,55270.10530124202
-146.0,-57.0,55715.94770869477
-146.0,-58.0,56147.86779963914
-146.0,-59.0,56564.54769184216
-146.0,-60.0,56964.641617950896
-146.0,-61.0,57346.782794392566
-146.0,-62.0,57709.59072962073
-146.0,-63.0,58051.678998520525
-146.0,-64.0,58371.66351388771
-146.0,-65.0,58668.17132316952
-146.0,-66.0,58939.849948786825
-146.0,-67.0,59185.37727355439
-146.0,-68.0,59403.47194959357
-146.0,-69.0,59592.90428080975
-146.0,-70.0,59752.50749692226
-146.0,-71.0,59881.18930297513
-146.0,-72.0,59977.94355417578
-146.0,-73.0,60041.86187387467
-146.0,-74.0,60072.14500454132
-146.0,-75.0,60068.113659614
-146.0,-76.0,60029.2186297585
-146.0,-77.0,59955.04989166961
-146.0,-78.0,59845.3444720052
-146.0,-79.0,59699.99283377716
-146.0,-80.0,59519.043577479
-146.0,-81.0,59302.70628383555
-146.0,-82.0,59051.35236826495
-146.0,-83.0,58765.51386745316
-146.0,-84.0,58445.88013398856
-146.0,-85.0,58093.29247361504
-146.0,-86.0,57708.73681897644
-146.0,-87.0,57293.3345912688
-146.0,-88.0,56848.331954541616
-146.0,-89.0,56375.087714171976
-145.0,90.0,56325.69242082582
-145.0,89.0,56419.69479836443
-145.0,88.0,56514.00075314527
-145.0,87.0,56608.78781865902
-145.0,86.0,56704.10130773925
-145.0,85.0,56799.831336090865
-145.0,84.0,56895.6934083132
-145.0,83.0,56991.21351575412
-145.0,82.0,57085.71853289742
-145.0,81.0,57178.33249655567
-145.0,80.0,57267.979120265554
-145.0,79.0,57353.39064724965
-145.0,78.0,57433.12289241416
-145.0,77.0,57505.57608039966
-145.0,76.0,57569.02086500178
-145.0,75.0,57621.6287257968
-145.0,74.0,57661.505788512906
-145.0,73.0,57686.72901170478
-145.0,72.0,57695.383625800656
-145.0,71.0,57685.600701017895
-145.0,70.0,57655.59375503271
-145.0,69.0,57603.69338477788
-145.0,68.0,57528.37901316583
-145.0,67.0,57428.3069739163
-145.0,66.0,57302.334308730875
-145.0,65.0,57149.53781362528
-145.0,64.0,56969.22803850758
-145.0,63.0,56760.958109879306
-145.0,62.0,56524.527405375025
-145.0,61.0,56259.98025606086
-145.0,60.0,55967.5999841302
-145.0,59.0,55647.89869681974
-145.0,58.0,55301.603349770805
-145.0,57.0,54929.638663208476
-145.0,56.0,54533.10752146157
-145.0,55.0,54113.26951049556
-145.0,54.0,53671.51824992003
-145.0,53.0,53209.358156679344
-145.0,52.0,52728.38123923054
-145.0,51.0,52230.2444658887
-145.0,50.0,51716.64818207872
-145.0,49.0,51189.31597175024
-145.0,48.0,50649.97627173277
-145.0,47.0,50100.34595803953
-145.0,46.0,49542.11603378475
-145.0,45.0,48976.93946305982
-145.0,44.0,48406.42111713634
-145.0,43.0,47832.10973164548
-145.0,42.0,47255.491718261634
-145.0,41.0,46677.986633616856
-145.0,40.0,46100.9440826169
-145.0,39.0,45525.64182320221
-145.0,38.0,44953.2848442484
-145.0,37.0,44385.00520633484
-145.0,36.0,43821.86246443255
-145.0,35.0,43264.84452952346
-145.0,34.0,42714.868869666265
-145.0,33.0,42172.78399675195
-145.0,32.0,41639.37122972982
-145.0,31.0,41115.346765184804
-145.0,30.0,40601.3641188494
-145.0,29.0,40098.01702448658
-145.0,28.0,39605.84288776858
-145.0,27.0,39125.3268912254
-145.0,26.0,38656.90683181386
-145.0,25.0,38200.9787457495
-145.0,24.0,37757.90333739092
-145.0,23.0,37328.013182320676
-145.0,22.0,36911.62062213013
-145.0,21.0,36509.026213035344
-145.0,20.0,36120.52753585185
-145.0,19.0,35746.42812462299
-145.0,18.0,35387.046228783016
-145.0,17.0,35042.72309224856
-145.0,16.0,34713.83041487554
-145.0,15.0,34400.77665925017
-145.0,14.0,34104.011880002494
-145.0,13.0,33824.03078412741
-145.0,12.0,33561.373778692345
-145.0,11.0,33316.62582547374
-145.0,10.0,33090.41299831602
-145.0,9.0,32883.396725376566
-145.0,8.0,32696.265791211554
-145.0,7.0,32529.72626856272
-145.0,6.0,32384.489641961733
-145.0,5.0,32261.25946986997
-145.0,4.0,32160.71700404273
-145.0,3.0,32083.50623953987
-145.0,2.0,32030.218902428096
-145.0,1.0,32001.379891988574
-145.0,0.0,31997.43367886886
-145.0,-1.0,32018.73212053599
-145.0,-2.0,32065.524092841293
-145.0,-3.0,32137.947255475337
-145.0,-4.0,32236.02217498957
-145.0,-5.0,32359.648928268492
-145.0,-6.0,32508.60620859229
-145.0,-7.0,32682.552862160577
-145.0,-8.0,32881.031700649524
-145.0,-9.0,33103.47536911328
-145.0,-10.0,33349.214000632965
-145.0,-11.0,33617.48436008019
-145.0,-12.0,33907.44016801642
-145.0,-13.0,34218.16329958987
-145.0,-14.0,34548.67556888488
-145.0,-15.0,34897.95083269931
-145.0,-16.0,35264.92717538554
-145.0,-17.0,35648.51896486025
-145.0,-18.0,36047.62859654143
-145.0,-19.0,36461.157765065
-145.0,-20.0,36888.01812231474
-145.0,-21.0,37327.14119454197
-145.0,-22.0,37777.48744182738
-145.0,-23.0,38238.054350992636
-145.0,-24.0,38707.883459763754
-145.0,-25.0,39186.06621705621
-145.0,-26.0,39671.74859314334
-145.0,-27.0,40164.1343653997
-145.0,-28.0,40662.48702114033
-145.0,-29.0,41166.130239256476
-145.0,-30.0,41674.4469368681
-145.0,-31.0,42186.87689562607
-145.0,-32.0,42702.91301373371
-145.0,-33.0,43222.09626301289
-145.0,-34.0,43744.00946392782
-145.0,-35.0,44268.27002377755
-145.0,-36.0,44794.52181257201
-145.0,-37.0,45322.42637581865
-145.0,-38.0,45851.65370211316
-145.0,-39.0,46381.87277491142
-145.0,-40.0,46912.7421413791
-145.0,-41.0,47443.900726424086
-145.0,-42.0,47974.9591070545
-145.0,-43.0,48505.49144166349
-145.0,-44.0,49035.02822177481
-145.0,-45.0,49563.04998161741
-145.0,-46.0,50088.98206535604
-145.0,-47.0,50612.19051479552
-145.0,-48.0,51131.97910386683
-145.0,-49.0,51647.58751209771
-145.0,-50.0,52158.19059927478
-145.0,-51.0,52662.89871904783
-145.0,-52.0,53160.7589913259
-145.0,-53.0,53650.75744257211
-145.0,-54.0,54131.8219196182
-145.0,-55.0,54602.825686041535
-145.0,-56.0,55062.59161965357
-145.0,-57.0,55509.89694406463
-145.0,-58.0,55943.47844509762
-145.0,-59.0,56362.03814233119
-145.0,-60.0,56764.24940544727
-145.0,-61.0,57148.76352255582
-145.0,-62.0,57514.21674161225
-145.0,-63.0,57859.23781500513
-145.0,-64.0,58182.456080276694
-145.0,-65.0,58482.5101060445
-145.0,-66.0,58758.056921256575
-145.0,-67.0,59007.78182815184
-145.0,-68.0,59230.40877537458
-145.0,-69.0,59424.71123871518
-145.0,-70.0,59589.52352438269
-145.0,-71.0,59723.752375328586
-145.0,-72.0,59826.388726889825
-145.0,-73.0,59896.519425946564
-145.0,-74.0,59933.33869991484
-145.0,-75.0,59936.159140086835
-145.0,-76.0,59904.4219497242
-145.0,-77.0,59837.706202188194
-145.0,-78.0,59735.736859134064
-145.0,-79.0,59598.3913138145
-145.0,-80.0,59425.70424975037
-145.0,-81.0,59217.87063984467
-145.0,-82.0,58975.24675438908
-145.0,-83.0,58698.34909683345
-145.0,-84.0,58387.85124180017
-145.0,-85.0,58044.57860844982
-145.0,-86.0,57669.501261607766
-145.0,-87.0,57263.72489056325
-145.0,-88.0,56828.48016874424
-145.0,-89.0,56365.11074422501
-144.0,90.0,56325.69242082582
-144.0,89.0,56417.43010368088
-144.0,88.0,56509.98275790115
-144.0,87.0,56603.552566530445
-144.0,86.0,56698.20488494446
-144.0,85.0,56793.84519516788
-144.0,84.0,56890.199691839545
-144.0,83.0,56986.800441295214
-144.0,82.0,57082.97589090054
-144.0,81.0,57177.84730211638
-144.0,80.0,57270.331448273326
-144.0,79.0,57359.14966902562
-144.0,78.0,57442.84312127347
-144.0,77.0,57519.79382425009
-144.0,76.0,57588.250876705526
-144.0,75.0,57646.36103698968
-144.0,74.0,57692.20271016447
-144.0,73.0,57723.82228496397
-144.0,72.0,57739.27170947852
-144.0,71.0,57736.64618708524
-144.0,70.0,57714.120910297526
-144.0,69.0,57669.98582487182
-144.0,68.0,57602.677523478735
-144.0,67.0,57510.807500512565
-144.0,66.0,57393.18614994608
-144.0,65.0,57248.8420494114
-144.0,64.0,57077.03623921012
-144.0,63.0,56877.27136864248
-144.0,62.0,56649.29573855029
-144.0,61.0,56393.10241375265
-144.0,60.0,56108.92370836219
-144.0,59.0,55797.22145790082
-144.0,58.0,55458.673582511045
-144.0,57.0,55094.157514022125
-144.0,56.0,54704.731105494684
-144.0,55.0,54291.61166518126
-144.0,54.0,53856.15375829638
-144.0,53.0,53399.82640090245
-144.0,52.0,52924.190232494715
-144.0,51.0,52430.87519991267
-144.0,50.0,51921.55921788675
-144.0,49.0,51397.94819406635
-144.0,48.0,50861.757722238144
-144.0,47.0,50314.6966602597
-144.0,46.0,49758.45272260905
-144.0,45.0,49194.680134878945
-144.0,44.0,48624.98932223516
-144.0,43.0,48050.938538602415
-144.0,42.0,47474.027290383696
-144.0,41.0,46895.69136947956
-144.0,40.0,46317.29928610452
-144.0,39.0,45740.14988252144
-144.0,38.0,45165.47091366046
-144.0,37.0,44594.41839824578
-144.0,36.0,44028.07657246529
-144.0,35.0,43467.45831477196
-144.0,34.0,42913.50595209491
-144.0,33.0,42367.09240132293
-144.0,32.0,41829.02264211368
-144.0,31.0,41300.0355547343
-144.0,30.0,40780.806186920105
-144.0,29.0,40271.948534314244
-144.0,28.0,39774.018928206075
-144.0,27.0,39287.52012104652
-144.0,26.0,38812.906144414264
-144.0,25.0,38350.58798638036
-144.0,24.0,37900.940097024555
-144.0,23.0,37464.30768434546
-144.0,22.0,37041.01471074192
-144.0,21.0,36631.37244581438
-144.0,20.0,36235.68837788374
-144.0,19.0,35854.275237845046
-144.0,18.0,35487.45984810421
-144.0,17.0,35135.59147938926
-144.0,16.0,34799.04938168262
-144.0,15.0,34478.24915424608
-144.0,14.0,34173.64763483119
-144.0,13.0,33885.74602001101
-144.0,12.0,33615.090976622494
-144.0,11.0,33362.27356723726
-144.0,10.0,33127.92588821694
-144.0,9.0,32912.71540433976
-144.0,8.0,32717.337055576547
-144.0,7.0,32542.503305138882
-144.0,6.0,32388.932388762012
-144.0,5.0,32257.335108435127
-144.0,4.0,32148.400584593935
-144.0,3.0,32062.781434644126
-144.0,2.0,32001.078878799657
-144.0,1.0,31963.828283905077
-144.0,0.0,31951.485640887968
-144.0,-1.0,31964.415432160124
-144.0,-2.0,32002.88028382764
-144.0,-3.0,32067.032717856815
-144.0,-4.0,32156.909226666372
-144.0,-5.0,32272.426793238832
-144.0,-6.0,32413.38188038546
-144.0,-7.0,32579.45181960922
-144.0,-8.0,32770.198448531024
-144.0,-9.0,32985.073780130326
-144.0,-10.0,33223.42743944447
-144.0,-11.0,33484.51557442984
-144.0,-12.0,33767.51093630328
-144.0,-13.0,34071.513828406074
-144.0,-14.0,34395.56363809789
-144.0,-15.0,34738.650689610986
-144.0,-16.0,35099.72818341558
-144.0,-17.0,35477.724016143206
-144.0,-18.0,35871.552301852586
-144.0,-19.0,36280.12443863655
-144.0,-20.0,36702.35958337114
-144.0,-21.0,37137.194411741606
-144.0,-22.0,37583.59205117317
-144.0,-23.0,38040.55008206152
-144.0,-24.0,38507.1075091671
-144.0,-25.0,38982.35061171732
-144.0,-26.0,39465.4175890873
-144.0,-27.0,39955.50193011151
-144.0,-28.0,40451.85444897478
-144.0,-29.0,40953.783949711345
-144.0,-30.0,41460.65650461451
-144.0,-31.0,41971.893358912756
-144.0,-32.0,42486.967504081316
-144.0,-33.0,43005.39899396918
-144.0,-34.0,43526.74911011127
-144.0,-35.0,44050.61351359923
-144.0,-36.0,44576.61454906601
-144.0,-37.0,45104.392890159084
-144.0,-38.0,45633.59873394396
-144.0,-39.0,46163.882762896326
-144.0,-40.0,46694.88709675757
-144.0,-41.0,47226.236452224104
-144.0,-42.0,47757.52971633305
-144.0,-43.0,48288.332120086954
-144.0,-44.0,48818.168173318016
-144.0,-45.0,49346.5154914123
-144.0,-46.0,49872.7996109352
-144.0,-47.0,50396.389856253016
-144.0,-48.0,50916.596284808606
-144.0,-49.0,51432.66770659987
-144.0,-50.0,51943.79074525508
-144.0,-51.0,52449.08988525613
-144.0,-52.0,52947.62843328483
-144.0,-53.0,53438.41031192803
-144.0,-54.0,53920.38260113795
-144.0,-55.0,54392.43874655468
-144.0,-56.0,54853.422363244536
-144.0,-57.0,55302.131577430155
-144.0,-58.0,55737.32386591664
-144.0,-59.0,56157.721371494175
-144.0,-60.0,56562.01669086478
-144.0,-61.0,56948.87914787669
-144.0,-62.0,57316.96157744013
-144.0,-63.0,57664.90765309382
-144.0,-64.0,57991.35979272606
-144.0,-65.0,58294.9676717969
-144.0,-66.0,58574.39736131912
-144.0,-67.0,58828.34108909567
-144.0,-68.0,59055.52759796397
-144.0,-69.0,59254.733045182584
-144.0,-70.0,59424.79235408616
-144.0,-71.0,59564.61089449178
-144.0,-72.0,59673.17633400719
-144.0,-73.0,59749.57047039261
-144.0,-74.0,59792.98082745151
-144.0,-75.0,59802.71177541894
-144.0,-76.0,59778.194923074
-144.0,-77.0,59718.99852407955
-144.0,-78.0,59624.83564520242
-144.0,-79.0,59495.570859465595
-144.0,-80.0,59331.225252835524
-144.0,-81.0,59131.97956814581
-144.0,-82.0,58898.17535353535
-144.0,-83.0,58630.31403323916
-144.0,-84.0,58329.05387423952
-144.0,-85.0,57995.20488091352
-144.0,-86.0,57629.72170906137
-144.0,-87.0,57233.69474812447
-144.0,-88.0,56808.33957359256
-144.0,-89.0,56354.98501827185
-143.0,90.0,56325.69242082582
-143.0,89.0,56415.14159869798
-143.0,88.0,56505.92451434263
