,eventDate,individualCount,decimalLatitude,decimalLongitude,day,month,year
128566,2009-04-10T00:00:00,,-34.0411,151.19899999999998,10,4,2009
128580,2007-11-12T00:00:00,,-36.31,-56.7583,12,11,2007
129413,2009-09-11T00:00:00,1.0,-13.1637,-72.2784,11,9,2009
129672,2000-02-07T00:00:00,17.0,-39.5521,-62.4368,7,2,2000
129951,2009-03-22T00:00:00,1.0,-34.0411,151.19899999999998,22,3,2009
130020,2009-09-18T00:00:00,1.0,-24.7098,-48.1246,18,9,2009
130367,2000-10-10T00:00:00,52.0,-25.2667,-57.6167,10,10,2000
130601,2008-01-25T00:00:00,,-34.6082,-58.354,25,1,2008
130671,2008-01-17T00:00:00,1.0,-53.7824,-67.696,17,1,2008
131029,2000-10-01T00:00:00,,-22.5694,-59.3397,1,10,2000
131054,2000-11-05T00:00:00,,-36.2941,-56.7756,5,11,2000
131206,2007-11-29T00:00:00,1.0,-22.4075,-66.0055,29,11,2007
131240,2009-12-13T00:00:00,30.0,-34.6183,-54.2921,13,12,2009
131374,2003-02-14T00:00:00,15.0,-18.4165,-70.3224,14,2,2003
131485,2006-03-01T00:00:00,5.0,-22.4075,-66.0055,1,3,2006
131605,2007-11-19T00:00:00,,-36.3848,-56.7066,19,11,2007
131702,2009-12-15T00:00:00,6.0,-34.5009,-54.303999999999995,15,12,2009
131714,2009-11-10T00:00:00,20.0,-35.916,-57.4178,10,11,2009
131853,2009-11-11T00:00:00,,-36.2941,-56.7756,11,11,2009
132063,2007-12-05T00:00:00,,-31.8838,-56.8783,5,12,2007
132198,2009-04-14T00:00:00,,-36.2941,-56.7756,14,4,2009
132292,2006-09-21T00:00:00,20.0,-14.0709,-66.8145,21,9,2006
132401,2009-03-21T00:00:00,3.0,-37.7444,-57.427,21,3,2009
132659,2009-03-08T00:00:00,,-34.0411,151.19899999999998,8,3,2009
132706,2009-02-19T00:00:00,3.0,-18.4165,-70.3224,19,2,2009
132905,2007-09-09T00:00:00,,-19.9526,-56.3044,9,9,2007
133207,2006-03-19T00:00:00,12.0,-30.118000000000002,-71.3705,19,3,2006
133305,2001-11-10T00:00:00,,-23.7667,-56.2833,10,11,2001
133910,2007-09-23T00:00:00,,-34.7658,-56.416000000000004,23,9,2007
134275,2003-10-20T00:00:00,,-18.451,-71.133,20,10,2003
134337,2008-10-30T00:00:00,4.0,-34.8773,-56.0235,30,10,2008
134438,2007-10-23T00:00:00,550.0,-34.6797,-54.2732,23,10,2007
134572,2006-11-18T00:00:00,1.0,-13.618,-71.7304,18,11,2006
134575,2005-11-26T00:00:00,,-36.2941,-56.7756,26,11,2005
134677,2000-11-08T00:00:00,40.0,-25.2667,-57.6167,8,11,2000
135072,2000-10-13T00:00:00,39.0,-25.2667,-57.6167,13,10,2000
135513,2009-02-10T00:00:00,,-35.4576,-58.8151,10,2,2009
135555,2009-10-05T00:00:00,17.0,-25.2712,-57.6298,5,10,2009
135746,2008-03-02T00:00:00,1.0,-32.8844,-71.5068,2,3,2008
135985,2003-07-29T00:00:00,,-13.8729,-76.2782,29,7,2003
136841,2008-03-15T00:00:00,1.0,-2.27972,-80.9165,15,3,2008
137121,2009-01-16T00:00:00,4.0,-29.8934,-71.2727,16,1,2009
137621,2008-02-12T00:00:00,5.0,-31.4167,-62.0833,12,2,2008
137810,2004-11-01T00:00:00,4.0,-45.1266,-66.5366,1,11,2004
137999,2000-01-06T00:00:00,,-34.6183,-54.2921,6,1,2000
