decimalLongitude,decimalLatitude,individualCount,year
-58,-35,1,2020
-61,-32,1,2020
-58,-26,20,2020
-60,-31,6,2020
-53,-32,2,2020
-58,-33,1,2020
-56,-34,1,2020
-58,-34,37,2020
-56,-34,2,2020
-56,-34,3,2020
-57,-25,2,2020
-62,-30,1,2020
-55,-27,12,2020
-76,-13,1,2020
-65,-24,4,2020
-54,-25,2,2020
-56,-31,2,2020
-57,-25,40,2020
-57,-25,6,2020
-58,-26,6,2020
-73,-3,9,2020
-54,-34,2,2020
-71,-13,8,2020
-54,-34,2,2020
-58,-34,2,2020
-66,-22,1,2020
-60,-29,40,2020
-60,-38,1,2020
-60,-31,11,2020
-61,-29,15,2020
-59,-33,18,2020
-58,-34,8,2020
-60,-31,5,2020
-67,-53,1,2020
-76,-6,2,2020
-72,-13,4,2020
-58,-34,65,2020
-47,-24,2,2020
-60,-32,4,2020
-58,-33,1,2020
-57,-25,26,2020
-60,-33,1,2020
-47,-24,2,2020
-54,-25,2,2020
-54,-33,9,2020
-57,-25,2,2020
-60,-24,2,2020
-45,-22,10,2020
-63,-32,20,2020
-57,-25,118,2020
-60,-31,3,2020
-58,-26,2,2020
-71,-13,1,2020
-57,-25,81,2020
-46,-24,1,2020
-74,4,3,2020
-58,-34,15,2020
-57,-25,8,2020
-67,-53,1,2020
-58,-32,5,2020
-57,-25,6,2020
-60,-31,12,2020
-60,-31,2,2020
-57,-35,2,2020
-58,-33,1,2020
-60,-31,30,2020
-73,-3,1,2020
-57,-25,35,2020
-57,-25,81,2020
-57,-25,10,2020
-57,-25,3,2020
-62,-30,5,2020
-78,-2,2,2020
-76,-11,5,2020
-58,-34,6,2020
-78,0,1,2020
-58,-34,3,2020
-54,-25,2,2020
-57,-25,22,2020
-71,-13,10,2020
-44,-23,2,2020
-60,-31,60,2020
-66,-17,1,2020
-60,-31,9,2020
-54,-30,2,2020
-57,-36,16,2020
-60,-31,1,2020
-57,-25,5,2020
-76,-12,4,2020
-53,-33,5,2020
-57,-25,39,2020
-57,-25,14,2020
-64,-36,5,2020
-76,2,1,2020
-68,-26,2,2020
-57,-25,87,2020
-58,-30,1,2020
-58,-35,2,2020
-64,-27,7,2020
-60,-31,3,2020
-58,-26,3,2020
-61,-33,8,2020
-56,-34,3,2020
-60,-31,23,2020
-70,-18,5,2020
-49,-25,2,2020
-54,-34,18,2020
-42,-22,4,2020
-58,-26,1,2020
-60,-32,1,2020
-73,-3,9,2020
-58,-34,2,2020
-57,-25,15,2020
-57,-25,14,2020
-64,-32,1,2020
-73,-3,1,2020
-54,-34,18,2020
-58,-26,45,2020
-56,-27,2,2020
-62,-30,2,2020
-57,-25,30,2020
-70,-15,2,2020
-60,-31,35,2020
-70,-18,1,2020
-76,-13,1,2020
-54,-34,1,2020
-54,-30,26,2020
-69,-12,1,2020
-60,-31,8,2020
-46,-23,12,2020
-53,-28,1,2020
-57,-25,7,2020
-62,-30,1,2020
-76,-10,39,2020
-76,-11,1,2020
-75,4,2,2020
-57,-25,82,2020
-57,-25,39,2020
-58,-34,5,2020
-58,-26,8,2020
-71,-16,1,2020
-44,-23,1,2020
-62,-33,2,2020
-76,-12,2,2020
-57,-25,6,2020
-64,-30,1,2020
-57,-25,25,2020
-58,-34,2,2020
-71,-29,1,2020
-54,-34,1,2020
-58,-33,8,2020
-76,-12,1,2020
-59,-22,1,2020
-46,-23,7,2020
-54,-34,55,2020
-57,-25,7,2020
-52,-23,1,2020
-64,-25,3,2020
-62,-34,23,2020
-57,-25,6,2020
-57,-25,2,2020
-54,-30,26,2020
-62,-30,4,2020
-60,-31,2,2020
-57,-25,2,2020
-61,-38,6,2020
-56,-36,2,2020
-49,-27,2,2020
-57,-25,61,2020
-42,-22,4,2020
-58,-33,1,2020
-59,-34,13,2020
-57,-25,73,2020
-57,-25,16,2020
-60,-31,1,2020
-57,-34,5,2020
-76,-13,3,2020
-58,-38,2,2020
-57,-25,8,2020
-57,-25,48,2020
-58,-32,1,2020
-58,-35,40,2020
-60,-30,35,2020
-57,-25,2,2020
-61,-31,20,2020
-59,-33,2,2020
-58,-34,1,2020
-58,-34,8,2020
-65,-24,1,2020
-73,-3,1,2020
-73,-3,12,2020
-60,-38,2,2020
-55,-27,2,2020
-71,-17,1,2020
-62,-30,1,2020
-54,-25,4,2020
-57,-25,3,2020
-59,-30,7,2020
-61,-31,14,2020
-57,-33,3,2020
-54,-34,10,2020
-58,-33,2,2020
-58,-34,3,2020
-59,-33,7,2020
-58,-38,3,2020
-57,-25,12,2020
-57,-30,5,2020
-60,-33,1,2020
-57,-25,25,2020
-63,-27,1,2020
-61,-33,4,2020
-57,-37,1,2020
-57,-25,1,2020
-58,-33,1,2020
-58,-34,3,2020
-58,-33,6,2020
-65,-24,4,2020
-71,-29,1,2020
-54,-30,1,2020
-60,-29,6,2020
-50,-31,4,2020
-78,-2,5,2020
-58,-33,3,2020
-65,-22,1,2020
-57,-25,1,2020
-58,-26,8,2020
-78,-2,2,2020
-63,-32,50,2020
-62,-30,3,2020
-60,-31,2,2020
-58,-33,1,2020
-57,-37,1,2020
-73,3,4,2020
-58,-26,2,2020
-50,-31,2,2020
-58,-34,65,2020
-57,-25,1,2020
-63,-32,1,2020
-64,-36,1,2020
-54,-25,2,2020
-60,-29,30,2020
-51,-29,3,2020
-51,-30,1,2020
-46,-23,36,2020
-63,-31,15,2020
-58,-34,30,2020
-66,-17,6,2020
-52,-23,2,2020
-75,4,2,2020
-57,-25,3,2020
-58,-33,8,2020
-72,4,6,2020
-58,-26,6,2020
-65,-22,1,2020
-60,-30,3,2020
-48,-27,1,2020
-60,-31,29,2020
-60,-31,2,2020
-76,-12,1,2020
-59,-30,5,2020
-57,-30,6,2020
-63,-32,15,2020
-58,-34,15,2020
-46,-23,3,2020
-58,-34,5,2020
-65,-22,5,2020
-58,-34,7,2020
-72,-13,1,2020
-76,-12,2,2020
-61,-33,2,2020
-54,-34,6,2020
-54,-34,11,2020
-55,-34,2,2020
-71,-13,10,2020
-56,-27,2,2020
-57,-25,39,2020
-59,-33,4,2020
-57,-25,9,2020
-58,-32,1,2020
-57,-25,18,2020
-58,-34,50,2020
-54,-34,4,2020
-56,-34,8,2020
-58,-34,30,2020
-58,-32,3,2020
-60,-34,1,2020
-58,-38,2,2020
-58,-34,1,2020
-62,-30,15,2020
-57,-25,10,2020
-63,-32,2,2020
-75,4,2,2020
-59,-35,1,2020
-69,-32,5,2020
-54,-34,4,2020
-62,-29,20,2020
-56,-34,13,2020
-57,-25,24,2020
-54,-34,14,2020
-56,-36,2,2020
-61,-33,8,2020
-57,-25,95,2020
-65,-22,3,2020
-58,-34,7,2020
-61,-33,230,2020
-57,-25,20,2020
-71,-13,1,2020
-60,-32,3,2020
-57,-35,10,2020
-48,-22,1,2020
-54,-34,3,2020
-72,-13,2,2020
-57,-25,1,2020
-46,-23,6,2020
-59,-22,4,2020
-58,-33,2,2020
-59,-30,5,2020
-60,-32,1,2020
-60,-33,1,2020
-60,-31,2,2020
-57,-30,20,2020
-54,-34,111,2020
-58,-34,2,2020
-58,-38,2,2020
-57,-37,3,2020
-57,-25,63,2020
-57,-25,35,2020
-61,-30,2,2020
-56,-34,1,2020
-57,-25,5,2020
-78,-2,4,2020
-57,-25,1,2020
-57,-25,56,2020
-70,-3,200,2020
-63,-17,1,2020
-73,-3,9,2020
-64,-27,1,2020
-56,-34,4,2020
-52,-32,2,2020
-58,-34,1,2020
-58,-25,3,2020
-73,-3,1,2020
-54,-25,2,2020
-63,-24,1,2020
-54,-28,4,2020
-57,-35,1,2020
-54,-30,1,2020
-57,-34,8,2020
-58,-26,150,2020
-58,-26,1,2020
-70,-33,1,2020
-60,-31,1,2020
-62,-30,1,2020
-45,-22,8,2020
-77,2,1,2020
-60,-31,16,2020
-52,-23,4,2020
-57,-25,6,2020
-60,-31,60,2020
-58,-23,3,2020
-60,-31,9,2020
-57,-25,1,2020
-57,-25,140,2020
-46,-24,1,2020
-66,-10,2,2020
-52,-23,1,2020
-47,-24,2,2020
-61,-32,20,2020
-57,-25,22,2020
-54,-25,6,2020
-60,-31,8,2020
-53,-32,1,2020
-58,-32,1,2020
-60,-31,23,2020
-73,-3,65,2020
-73,-3,3,2020
-56,-37,5,2020
-58,-33,2,2020
-57,-25,17,2020
-65,-22,5,2020
-47,-24,3,2020
-60,-31,60,2020
-62,-30,1,2020
-57,-25,57,2020
-63,-32,9,2020
-54,-31,2,2020
-55,-34,6,2020
-72,-13,2,2020
-76,2,1,2020
-54,-34,1,2020
-58,-26,1,2020
-61,-31,1,2020
-49,-25,10,2020
-57,-24,12,2020
-60,-32,2,2020
-54,-25,2,2020
-56,-34,3,2020
-64,-36,2,2020
-54,-34,11,2020
-46,-24,2,2020
-72,-13,2,2020
-78,-2,2,2020
-55,-27,4,2020
-53,-34,48,2020
-60,-31,4,2020
-58,-34,1,2020
-57,-35,1,2020
-57,-25,13,2020
-57,-30,8,2020
-53,-34,48,2020
-58,-34,3,2020
-58,-34,1,2020
-57,-25,3,2020
-76,-11,1,2020
-54,-34,4,2020
-57,-25,6,2020
-61,3,30,2020
-78,-7,1,2020
-58,-33,1,2020
-57,-25,25,2020
-48,-22,3,2020
-63,-32,1,2020
-76,2,1,2020
-61,-32,20,2020
-76,-11,1,2020
-58,-33,6,2020
-50,-29,2,2020
-76,-11,1,2020
-60,-32,3,2020
-60,-31,12,2020
-58,-34,1,2020
-57,-30,15,2020
-61,-33,6,2020
-56,-37,1,2020
-52,-23,1,2020
-73,-3,25,2020
-46,-24,2,2020
-53,-32,1,2020
-57,-25,6,2020
-62,-30,12,2020
-61,-31,2,2020
-36,-5,1,2020
-53,-32,9,2020
-57,-25,1,2020
-69,-51,1,2020
-57,-25,1,2020
-64,-27,1,2020
-58,-35,1,2020
-57,-25,2,2020
-58,-26,10,2020
-62,-30,1,2020
-54,-34,2,2020
-57,-25,3,2020
-58,-33,3,2020
-76,-11,1,2020
-58,-26,20,2020
-60,-33,7,2020
-61,-31,25,2020
-56,-34,1,2020
-76,2,1,2020
-57,-35,30,2020
-57,-35,1,2020
-57,-25,11,2020
-65,-22,18,2020
-57,-25,1,2020
-62,-34,25,2020
-57,-25,1,2020
-71,-33,4,2020
-60,-22,3,2020
-58,-33,3,2020
-46,-24,1,2020
-59,-33,4,2020
-61,-31,20,2020
-55,-27,2,2020
-71,-33,4,2020
-59,-33,4,2020
-57,-25,40,2020
-63,-31,1,2020
-57,-25,7,2020
-64,-30,1,2020
-58,-32,22,2020
-51,-31,3,2020
-60,-31,1,2020
-60,-31,30,2020
-57,-27,2,2020
-57,-25,2,2020
-58,-34,2,2020
-57,-25,26,2020
-62,-30,14,2020
-57,-25,35,2020
-60,-31,12,2020
-57,-35,2,2020
-76,3,10,2020
-57,-25,19,2020
-58,-30,1,2020
-52,-31,2,2020
-46,-24,6,2020
-57,-25,44,2020
-70,-18,1,2020
-69,-51,1,2020
-62,-34,8,2020
-53,-33,5,2020
-62,-30,1,2020
-76,2,2,2020
-57,-30,6,2020
-57,-25,12,2020
-79,1,7,2020
-57,-25,210,2020
-58,-33,1,2020
-57,-25,73,2020
-46,-23,6,2020
-54,-34,4,2020
-70,-12,1,2020
-56,-34,1,2020
-71,-13,1,2020
-58,-33,1,2020
-72,-13,1,2020
-58,-30,1,2020
-73,-3,79,2020
-70,-38,1,2020
-61,-33,1,2020
-57,-25,4,2020
-57,-25,9,2020
-76,3,2,2020
-57,-25,5,2020
-57,-35,1,2020
-58,-33,21,2020
-54,-34,2,2020
-56,-34,3,2020
-62,-30,10,2020
-54,-34,4,2020
-62,-33,27,2020
-57,-25,21,2020
-58,-26,150,2020
-72,-13,8,2020
-58,-33,4,2020
-59,-30,7,2020
-63,-32,2,2020
-54,-32,1,2020
-62,-34,152,2020
-50,-31,100,2020
-63,-31,10,2020
-52,4,3,2020
-56,-34,2,2020
-58,-26,10,2020
-62,-30,1,2020
-54,-34,2,2020
-59,-31,1,2020
-58,-34,3,2020
-60,-31,20,2020
-72,-13,1,2020
-57,-25,74,2020
-61,-33,1,2020
-55,-27,1,2020
-60,-30,2,2020
-60,-31,1,2020
-76,-12,1,2020
-69,-51,1,2020
-51,-29,24,2020
-57,-25,6,2020
-54,-34,30,2020
-57,-25,3,2020
-72,-13,1,2020
-56,-34,1,2020
-69,-12,2,2020
-57,-25,5,2020
-72,-13,8,2020
-57,-25,1,2020
-60,-33,4,2020
-76,-12,1,2020
-57,-25,1,2020
-71,-13,1,2020
-60,-31,1,2020
-58,-34,65,2020
-57,-25,6,2020
-61,-33,1,2020
-58,-34,16,2020
-57,-25,12,2020
-73,-3,1,2020
-56,-36,2,2020
-58,-30,1,2020
-57,-25,56,2020
-50,-31,100,2020
-62,-30,1,2020
-80,0,3,2020
-73,-3,10,2020
-73,-3,1,2020
-57,-25,3,2020
-61,-33,100,2020
-53,-34,48,2020
-57,-25,22,2020
-62,-34,8,2020
-73,-3,9,2020
-63,-32,7,2020
-56,-34,2,2020
-72,-16,6,2020
-57,-25,1,2020
-57,-25,85,2020
-57,-33,1,2020
-72,-13,1,2020
-76,0,2,2020
-54,-34,1,2020
-57,-25,27,2020
-59,-30,5,2020
-62,-33,1,2020
-58,-26,80,2020
-48,-22,3,2020
-76,-12,2,2020
-54,-30,1,2020
-58,-26,60,2020
-63,-31,8,2020
-57,-35,35,2020
-57,-25,6,2020
-62,-30,12,2020
-66,-17,1,2020
-60,-29,43,2020
-60,-32,121,2020
-60,-33,10,2020
-51,-31,45,2020
-57,-25,10,2020
-60,-31,17,2020
-57,-30,7,2020
-62,-30,12,2020
-66,-17,8,2020
-58,-33,1,2020
-78,0,1,2020
-58,-34,1,2020
-72,-13,1,2020
-59,-33,6,2020
-57,-28,2,2020
-54,-33,15,2020
-73,-3,9,2020
-57,-25,1,2020
-60,-33,14,2020
-60,-30,2,2020
-53,-34,1,2020
-46,-24,1,2020
-57,-25,19,2020
-60,-31,5,2020
-60,-30,4,2020
-60,-32,13,2020
-53,-32,1,2020
-58,-34,3,2020
-57,-25,42,2020
-50,-31,4,2020
-60,-32,3,2020
-57,-25,1,2020
-60,-31,11,2020
-58,-28,6,2020
-80,-3,1,2020
-58,-35,2,2020
-75,4,2,2020
-58,-34,1,2020
-78,1,3,2020
-45,-22,10,2020
-61,-33,3,2020
-60,-38,8,2020
-57,-25,6,2020
-69,-32,5,2020
-57,-34,1,2020
-58,-26,40,2020
-65,-24,5,2020
-57,-25,7,2020
-77,2,1,2020
-60,-31,1,2020
-49,-25,10,2020
-65,-24,8,2020
-47,-22,3,2020
-78,-2,2,2020
-56,-34,3,2020
-54,-28,1,2020
-58,-34,2,2020
-76,3,1,2020
-50,-31,6,2020
-57,-25,31,2020
-73,-15,1,2020
-73,-3,12,2020
-57,-33,1,2020
-61,-31,16,2020
-57,-35,1,2020
-60,-31,1,2020
-58,-26,6,2020
-69,-12,3,2020
-70,-33,4,2020
-57,-37,5,2020
-69,-12,1,2020
-58,-34,1,2020
-60,-33,1,2020
-75,-10,3,2020
-58,-34,5,2020
-58,-38,2,2020
-57,-25,56,2020
-57,-25,5,2020
-57,-25,76,2020
-59,-34,18,2020
-58,-33,1,2020
-57,-25,10,2020
-51,-31,2,2020
-60,-29,2,2020
-58,-26,2,2020
-58,-34,1,2020
-60,-32,3,2020
-60,-31,3,2020
-58,-34,2,2020
-75,4,2,2020
-57,-25,5,2020
-60,-29,40,2020
-60,-31,11,2020
-58,-33,4,2020
-57,-25,4,2020
-58,-34,1,2020
-63,-32,15,2020
-57,-30,1,2020
-76,3,2,2020
-71,-13,1,2020
-62,-30,2,2020
-57,-25,3,2020
-60,-31,1,2020
-56,-34,4,2020
-76,3,2,2020
-52,-31,4,2020
-78,0,1,2020
-58,-26,3,2020
-73,-3,12,2020
-60,-28,100,2020
-58,-26,6,2020
-72,2,2,2020
-58,-34,2,2020
-70,-18,1,2020
-60,-31,3,2020
-47,-24,3,2020
-57,-25,5,2020
-59,-30,1,2020
-59,-30,7,2020
-70,-18,1,2020
-56,-34,5,2020
-69,-18,13,2020
-61,-33,5,2020
-62,-30,15,2020
-53,-33,1,2020
-57,-25,12,2020
-54,-34,3,2020
-54,-34,11,2020
-50,-31,15,2020
-58,-26,6,2020
-56,-25,1,2020
-46,-23,6,2020
-61,-33,32,2020
-61,-30,100,2020
-54,-33,3,2020
-69,-12,1,2020
-57,-34,1,2020
-60,-37,10,2020
-54,-34,111,2020
-55,-26,2,2020
-60,-29,30,2020
-59,-33,8,2020
-58,-26,30,2020
-58,-34,12,2020
-60,-31,2,2020
-76,3,3,2020
-61,-31,2,2020
-55,-34,5,2020
-57,-25,10,2020
-60,-30,50,2020
-57,-25,2,2020
-58,-26,20,2020
-58,-26,80,2020
-46,-23,3,2020
-57,-25,27,2020
-61,-33,8,2020
-54,-33,1,2020
-57,-25,39,2020
-49,-25,2,2020
-58,-35,1,2020
-57,-35,2,2020
-79,-6,4,2020
-58,-38,3,2020
-61,-31,6,2020
-54,-34,4,2020
-60,-32,3,2020
-57,-30,8,2020
-57,-35,1,2020
-60,-29,20,2020
-57,-25,4,2020
-58,-34,3,2020
-60,-33,12,2020
-65,-17,12,2020
-76,-12,1,2020
-58,-33,1,2020
-60,-30,4,2020
-58,-26,10,2020
-57,-25,17,2020
-62,-30,30,2020
-71,-13,6,2020
-76,2,2,2020
-58,-33,6,2020
-57,-25,1,2020
-54,-34,2,2020
-58,-34,10,2020
-58,-33,4,2020
-57,-34,6,2020
-57,-25,4,2020
-62,-30,6,2020
-54,-34,4,2020
-54,-34,1,2020
-60,-24,10,2020
-65,-10,1,2020
-54,-34,5,2020
-70,-18,5,2020
-60,-31,3,2020
-54,-34,4,2020
-61,-33,1,2020
-59,-34,1,2020
-58,-34,1,2020
-58,-34,26,2020
-47,-24,2,2020
-57,-34,6,2020
-65,-22,18,2020
-60,-34,1,2020
-59,-22,3,2020
-58,-28,12,2020
-78,0,1,2020
-57,-25,5,2020
-57,-25,4,2020
-58,-34,15,2020
-51,-31,12,2020
-56,-34,3,2020
-58,-34,1,2020
-66,-19,2,2020
-59,-34,9,2020
-73,-3,12,2020
-60,-31,2,2020
-58,-33,6,2020
-69,-15,1,2020
-60,-22,5,2020
-60,-33,1,2020
-66,-11,1,2020
-63,-35,1,2020
-57,-35,1,2020
-42,-22,1,2020
-72,-13,1,2020
-48,-26,1,2020
-57,-25,6,2020
-55,-27,2,2020
-77,-11,1,2020
-58,-34,1,2020
-60,-33,1,2020
-58,-34,1,2020
-76,-12,2,2020
-58,-34,1,2020
-62,-34,42,2020
-65,-47,2,2020
-57,-25,22,2020
-54,-34,4,2020
-57,-34,1,2020
-58,-36,1,2020
-60,-31,4,2020
-58,-35,1,2020
-58,-34,1,2020
-54,-25,1,2020
-60,-33,1,2020
-62,-30,1,2020
-58,-34,1,2020
-59,-35,1,2020
-57,-35,1,2020
-63,-35,1,2020
-53,-28,1,2020
-60,-33,1,2020
-58,-34,1,2020
-58,-34,1,2020
-46,-24,1,2020
-58,-34,1,2020
-74,4,1,2020
-60,-31,1,2020
-63,-35,1,2020
-60,-30,1,2020
-58,-33,1,2020
-61,-33,1,2020
-58,-34,1,2020
-58,-33,1,2020
-60,-32,1,2020
-76,-12,1,2020
-57,-35,1,2020
-66,-11,1,2020
-57,-35,1,2020
-58,-35,1,2020
-58,-34,1,2020
-58,-26,1,2020
-55,-27,2,2020
-59,-34,8,2020
-71,-13,10,2020
-58,-32,4,2020
-57,-35,2,2020
-60,-31,1,2020
-60,-30,5,2020
-54,-34,12,2020
-59,-33,8,2020
-70,-4,1,2020
-53,-28,3,2020
-56,-34,2,2020
-57,-25,35,2020
-58,-33,3,2020
-54,-34,34,2020
-61,-30,1,2020
-58,-34,1,2020
-60,-33,1,2020
-60,-30,25,2020
-58,-25,10,2020
-58,-26,1,2020
-58,-30,1,2020
-54,-25,3,2020
-72,-13,4,2020
-66,-22,1,2020
-68,-32,1,2020
-58,-34,25,2020
-58,-26,3,2020
-76,3,1,2020
-56,-34,5,2020
-58,-34,8,2020
-47,-24,3,2020
-58,-33,1,2020
-67,-8,1,2020
-56,-27,2,2020
-54,-34,4,2020
-60,-31,1,2020
-53,-28,1,2020
-58,-35,1,2020
-57,-25,6,2020
-57,-35,2,2020
-69,-51,1,2020
-62,-30,5,2020
-52,-23,14,2020
-54,-25,2,2020
-63,-31,12,2020
-76,3,1,2020
-57,-25,8,2020
-70,-12,2,2020
-57,-25,1,2020
-58,-26,81,2020
-58,-26,3,2020
-60,-31,2,2020
-60,-31,4,2020
-60,-31,3,2020
-45,-22,5,2020
-79,-6,25,2020
-60,-31,14,2020
-56,-34,2,2020
-54,-33,3,2020
-57,-25,6,2020
-57,-37,1,2020
-60,-33,12,2020
-58,-33,3,2020
-76,3,1,2020
-71,-13,6,2020
-60,-31,29,2020
-60,-31,1,2020
-57,-25,9,2020
-54,-34,104,2020
-52,-31,4,2020
-58,-33,3,2020
-73,-15,1,2020
-57,-25,10,2020
-55,-27,3,2020
-80,-1,8,2020
-58,-26,10,2020
-58,-26,16,2020
-58,-26,27,2020
-58,-34,3,2020
-58,-33,1,2020
-63,-24,1,2020
-54,-34,4,2020
-73,-3,3,2020
-57,-25,4,2020
-73,-3,25,2020
-54,-34,42,2020
-58,-26,8,2020
-61,-33,6,2020
-45,-22,5,2020
-57,-25,36,2020
-59,-33,1,2020
-57,-25,44,2020
-56,-34,2,2020
-76,-12,2,2020
-57,-25,3,2020
-71,-13,1,2020
-79,-6,2,2020
-58,-34,3,2020
-42,-22,4,2020
-54,-34,9,2020
-60,-31,4,2020
-62,-30,5,2020
-57,-25,7,2020
-54,-34,3,2020
-58,-33,21,2020
-54,-34,25,2020
-78,-2,2,2020
-57,-25,10,2020
-60,-31,5,2020
-59,-33,8,2020
-57,-25,40,2020
-58,-33,3,2020
-54,-34,6,2020
-73,-15,31,2020
-57,-25,29,2020
-56,-34,6,2020
-60,-31,3,2020
-57,-25,56,2020
-76,-11,1,2020
-50,-31,1,2020
-60,-33,2,2020
-65,-47,2,2020
-60,-31,2,2020
-58,-34,15,2020
-57,-25,6,2020
-57,-30,5,2020
-61,-30,4,2020
-73,-3,3,2020
-72,-16,10,2020
-65,-24,8,2020
-76,-12,1,2020
-76,2,1,2020
-66,-22,1,2020
-76,2,1,2020
-45,-22,8,2020
-57,-25,87,2020
-46,-23,12,2020
-57,-28,6,2020
-61,-33,25,2020
-54,-34,1,2020
-58,-34,2,2020
-61,-33,8,2020
-54,-34,4,2020
-57,-25,29,2020
-58,-38,6,2020
-56,-27,1,2020
-57,-25,36,2020
-70,-15,2,2020
-60,-32,3,2020
-57,-25,1,2020
-57,-25,39,2020
-57,-25,74,2020
-57,-35,31,2020
-54,-34,24,2020
-59,-28,4,2020
-57,-25,1,2020
-71,-13,11,2020
-58,-26,10,2020
-66,-22,3,2020
-60,-31,12,2020
-57,-25,21,2020
-66,-17,1,2020
-55,-29,1,2020
-57,-25,25,2020
-76,3,3,2020
-72,-13,1,2020
-58,-33,1,2020
-62,-30,1,2020
-59,-33,4,2020
-60,-29,2,2020
-66,-13,72,2020
-76,-12,1,2020
-76,-12,1,2020
-58,-26,6,2020
-57,-25,12,2020
-60,-31,1,2020
-60,-31,1,2020
-59,-22,4,2020
-60,-29,2,2020
-60,-31,1,2020
-63,-31,15,2020
-56,-27,2,2020
-65,-22,5,2020
-58,-33,1,2020
-57,-25,3,2020
-56,-25,5,2020
-58,-34,5,2020
-63,-24,1,2020
-72,-13,1,2020
-58,-33,3,2020
-73,-3,1,2020
-60,-31,20,2020
-57,-25,1,2020
-58,-26,20,2020
-60,-29,3,2020
-57,-27,6,2020
-78,-2,5,2020
-65,-24,5,2020
-58,-28,3,2020
-57,-25,5,2020
-57,-25,1,2020
-78,-7,1,2020
-58,-26,60,2020
-62,-30,33,2020
-65,-24,4,2020
-71,-15,2,2020
-57,-25,7,2020
-69,-51,1,2020
-59,-34,18,2020
-73,4,1,2020
-57,-30,30,2020
-57,-25,39,2020
-72,-13,7,2020
-46,-23,3,2020
-62,-30,30,2020
-59,-31,1,2020
-47,-24,3,2020
-72,-13,3,2020
-57,-25,25,2020
-55,-33,11,2020
-53,-34,48,2020
-57,-25,35,2020
-57,-30,5,2020
-47,-22,2,2020
-51,-21,1,2020
-62,-31,1,2020
-60,-31,12,2020
-57,-30,5,2020
-60,-31,23,2020
-59,-34,10,2020
-78,-2,14,2020
-58,-34,8,2020
-67,-53,1,2020
-50,-31,1,2020
-57,-25,30,2020
-57,-25,48,2020
-73,-3,9,2020
-60,-31,4,2020
-57,-25,56,2020
-54,-34,9,2020
-61,-33,25,2020
-69,-12,1,2020
-62,-30,75,2020
-60,-31,17,2020
-57,-25,6,2020
-68,-9,4,2020
-58,-34,3,2020
-59,-33,8,2020
-58,-32,1,2020
-69,-13,1,2020
-61,-31,5,2020
-58,-35,1,2020
-60,-31,7,2020
-76,2,1,2020
-58,-33,1,2020
-62,-30,15,2020
-54,-25,1,2020
-48,-22,7,2020
-57,-34,1,2020
-61,-31,7,2020
-55,-30,1,2020
-60,-31,8,2020
-57,-25,19,2020
-52,-23,1,2020
-62,-34,3,2020
-57,-30,4,2020
-70,-18,3,2020
-78,-2,6,2020
-55,-34,1,2020
-65,-22,6,2020
-57,-29,2,2020
-54,-34,4,2020
-71,-34,1,2020
-60,-31,1,2020
-56,-33,4,2020
-57,-25,10,2020
-57,-25,48,2020
-57,-25,35,2020
-57,-25,10,2020
-57,-25,22,2020
-58,-33,9,2020
-57,-25,20,2020
-54,-25,2,2020
-54,-34,2,2020
-50,-29,1,2020
-58,-35,2,2020
-56,-36,2,2020
-59,-22,7,2020
-58,-33,1,2020
-56,-36,12,2020
-57,-25,28,2020
-57,-25,210,2020
-54,-34,24,2020
-62,-16,1,2020
-46,-24,4,2020
-56,-36,1,2020
-54,-34,1,2020
-70,-18,1,2020
-52,-24,2,2020
-57,-25,12,2020
-58,-24,3,2020
-56,-31,2,2020
-60,-31,5,2020
-56,-27,1,2020
-71,-13,4,2020
-72,-13,1,2020
-66,-11,2,2020
-60,-30,28,2020
-61,-33,7,2020
-54,-25,2,2020
-76,-12,1,2020
-57,-25,22,2020
-70,-33,1,2020
-57,-35,2,2020
-76,3,3,2020
-57,-25,14,2020
-58,-36,1,2020
-57,-25,28,2020
-79,1,3,2020
-56,-30,1,2020
-46,-23,7,2020
-51,-31,2,2020
-57,-25,20,2020
-54,-34,78,2020
-46,-23,36,2020
-76,3,1,2020
-59,-34,2,2020
-61,-33,5,2020
-58,-26,6,2020
-60,-31,7,2020
-58,-26,10,2020
-60,-31,5,2020
-57,-30,1,2020
-57,-25,6,2020
-58,-26,18,2020
-42,-22,2,2020
-48,-22,1,2020
-70,-3,5,2020
-54,-34,2,2020
-65,-24,4,2020
-60,-29,30,2020
-57,-25,7,2020
-62,-30,2,2020
-57,-35,35,2020
-71,-33,2,2020
-58,-36,1,2020
-60,-29,4,2020
-57,-25,8,2020
-57,-25,81,2020
-60,-31,3,2020
-56,-36,8,2020
-76,-12,1,2020
-58,-34,2,2020
-61,-33,100,2020
-57,-34,1,2020
-58,-35,1,2020
-58,-26,4,2020
-53,-28,2,2020
-57,-34,5,2020
-58,-38,3,2020
-69,-8,7,2020
-71,-13,8,2020
-57,-28,1,2020
-70,-18,1,2020
-58,-35,5,2020
-62,-30,3,2020
-60,-29,10,2020
-77,-11,1,2020
-60,-30,7,2020
-58,-33,1,2020
-58,-34,50,2020
-58,-33,2,2020
-76,-12,1,2020
-57,-25,3,2020
-71,-13,10,2020
-57,-25,102,2020
-64,-32,15,2020
-71,-38,1,2020
-63,-32,1,2020
-54,-34,15,2020
-56,-36,12,2020
-60,-29,10,2020
-72,-13,1,2020
-54,-34,8,2020
