,eventDate,individualCount,decimalLatitude,decimalLongitude,day,month,year
4606,3/29/2012 0:00,36.0,-30.908209000000003,-62.864883,29.0,3.0,2012.0
4622,1/2/2019 0:00,27.0,-51.574314,-58.069176,2.0,1.0,2019.0
4637,12/21/2011 0:00,217.0,-36.294113,-56.775604,21.0,12.0,2011.0
4648,1/27/2018 0:00,20.0,-53.116234,-70.8813,27.0,1.0,2018.0
4652,2/12/2016 0:00,40.0,-52.9911,-70.81645,12.0,2.0,2016.0
4660,1/11/2017 0:00,50.0,-36.35,-56.8667,11.0,1.0,2017.0
4681,11/16/2019 0:00,9.0,-30.890789,-62.48831,16.0,11.0,2019.0
4682,3/2/2020 0:00,2.0,-34.878296,-54.915516000000004,2.0,3.0,2020.0
4696,9/16/2016 0:00,9.0,-13.753507999999998,-66.08671600000001,16.0,9.0,2016.0
4698,2/11/2020 0:00,500.0,-53.79166800000001,-67.67094399999999,11.0,2.0,2020.0
4699,9/12/2020 0:00,21.0,-25.271204,-57.62979,12.0,9.0,2020.0
4707,10/8/2019 0:00,10.0,-34.878296,-54.915516000000004,8.0,10.0,2019.0
4713,2/13/1975 0:00,4000.0,-30.827702000000002,-62.880455000000005,13.0,2.0,1975.0
4720,2/24/2017 0:00,1.0,-49.967422,-68.57681,24.0,2.0,2017.0
4722,2/19/1980 0:00,1245.0,-42.295254,-64.04701999999999,19.0,2.0,1980.0
4728,12/26/2013 0:00,1.0,-52.429127,-59.092155000000005,26.0,12.0,2013.0
4751,11/20/2020 0:00,19.0,-24.27197,-46.930023,20.0,11.0,2020.0
4767,5/5/2018 0:00,9.0,-38.820408,-59.769493000000004,5.0,5.0,2018.0
4774,12/5/2019 0:00,1.0,-52.14648,-71.36668,5.0,12.0,2019.0
4780,10/6/1981 0:00,1.0,-18.144547,-52.892303000000005,6.0,10.0,1981.0
4797,11/4/2009 0:00,20.0,-52.408806,-69.5771,4.0,11.0,2009.0
4800,10/17/1995 0:00,10.0,-53.29857,-70.36838,17.0,10.0,1995.0
4823,5/2/2018 0:00,1.0,-31.153765000000003,-50.807648,2.0,5.0,2018.0
4863,1/30/2015 0:00,1.0,-34.95349,150.7628,30.0,1.0,2015.0
4880,10/17/2019 0:00,17.0,-51.648342,-69.22789,17.0,10.0,2019.0
4931,10/24/2018 0:00,15.0,-51.648709999999994,-69.226265,24.0,10.0,2018.0
4943,4/6/2019 0:00,50.0,-37.744385,-57.42699399999999,6.0,4.0,2019.0
4949,2/11/2015 0:00,1.0,-22.609732,-59.567806000000004,11.0,2.0,2015.0
4987,1/6/2015 0:00,1.0,-34.944072999999996,150.774734,6.0,1.0,2015.0
5036,1/14/2016 0:00,1.0,-53.137554,-70.25511999999999,14.0,1.0,2016.0
5041,2/2/2020 0:00,10.0,-52.735874,-71.06163000000001,2.0,2.0,2020.0
5044,10/12/2019 0:00,1.0,-17.357506,-56.768127,12.0,10.0,2019.0
5056,2/15/2011 0:00,1.0,-41.82594,-73.62751,15.0,2.0,2011.0
5258,2/12/2018 0:00,18.0,-31.847206,-60.933780000000006,12.0,2.0,2018.0
5262,11/26/2013 0:00,3.0,-26.004232000000002,-48.60373,26.0,11.0,2013.0
5283,1/10/2012 0:00,4.0,-52.429127,-59.092155000000005,10.0,1.0,2012.0
5308,3/6/1990 0:00,4.0,-34.79167,-55.397156,6.0,3.0,1990.0
5333,1/28/2014 0:00,1.0,-33.155,-63.54183199999999,28.0,1.0,2014.0
5336,11/9/2016 0:00,20.0,-51.614605,-69.01199,9.0,11.0,2016.0
5343,10/4/2011 0:00,1.0,-0.6943020000000001,-90.22085600000001,4.0,10.0,2011.0
