,species,family,2000SA,2000A,2001SA,2001A,2002SA,2002A,2003SA,2003A,2004SA,2004A,2005SA,2005A,2006SA,2006A,2007SA,2007A,2008SA,2008A,2009SA,2009A,2010SA,2010A,2011SA,2011A,2012SA,2012A,2013SA,2013A,2014SA,2014A,2015SA,2015A,2016SA,2016A,2017SA,2017A,2018SA,2018A,2019SA,2019A
10,Passer domesticus,Passeridae,6.0,41.0,29.0,326.0,58.0,191.0,92.0,541.0,27.0,644.0,59.0,380.0,70.0,527.0,126.0,447.0,195.0,911.0,581.0,1694.0,227.0,2480.0,311.0,2135.0,430.0,3169.0,488.0,3933.0,817.0,6476.0,2491.0,12225.0,5040.0,18745.0,6827.0,29900.0,11282.0,43926.0,30148.0,71635.0
11,Podilymbus podiceps,Podicipedidae,2.0,69.0,50.0,83.0,132.0,180.0,58.0,215.0,195.0,416.0,12.0,58.0,30.0,86.0,13.0,195.0,12.0,207.0,17.0,237.0,32.0,533.0,20.0,304.0,14.0,577.0,102.0,608.0,35.0,829.0,411.0,1464.0,622.0,2245.0,449.0,2006.0,1032.0,3753.0,1619.0,4748.0
12,Phalaropus lobatus,Scolopacidae,0.0,0.0,0.0,0.0,0.0,30.0,0.0,129.0,0.0,2.0,0.0,472.0,0.0,4.0,0.0,22.0,0.0,48.0,0.0,101.0,0.0,21.0,0.0,44.0,0.0,71.0,0.0,4.0,0.0,21.0,0.0,83.0,0.0,8.0,0.0,368.0,0.0,28.0,0.0,671.0
13,Petrochelidon pyrrhonota,Hirundinidae,13.0,13.0,0.0,0.0,0.0,0.0,550.0,567.0,100.0,101.0,0.0,5.0,150.0,155.0,580.0,587.0,0.0,12.0,0.0,6.0,345.0,393.0,18.0,23.0,105.0,635.0,203.0,270.0,390.0,484.0,143.0,615.0,497.0,898.0,548.0,966.0,2447.0,3610.0,3323.0,4094.0
14,Calidris melanotos,Scolopacidae,735.0,735.0,120.0,154.0,158.0,159.0,112.0,169.0,966.0,1553.0,58.0,436.0,83.0,272.0,217.0,329.0,163.0,342.0,907.0,1230.0,289.0,1378.0,115.0,689.0,236.0,810.0,153.0,460.0,137.0,726.0,54.0,950.0,368.0,1359.0,744.0,2099.0,2760.0,3862.0,1733.0,2721.0
15,Pluvialis dominica,Charadriidae,73.0,74.0,120.0,125.0,65.0,65.0,11.0,45.0,313.0,388.0,2.0,112.0,7.0,41.0,112.0,266.0,14.0,250.0,86.0,197.0,233.0,2705.0,75.0,259.0,64.0,959.0,52.0,1769.0,67.0,1056.0,93.0,640.0,610.0,1907.0,135.0,2663.0,320.0,2689.0,1044.0,5537.0
16,Bartramia longicauda,Scolopacidae,39.0,40.0,17.0,17.0,0.0,1.0,21.0,21.0,24.0,28.0,3.0,3.0,0.0,0.0,7.0,15.0,9.0,9.0,11.0,31.0,26.0,27.0,24.0,44.0,4.0,54.0,2.0,17.0,438.0,816.0,329.0,486.0,332.0,720.0,30.0,281.0,114.0,288.0,323.0,980.0
17,Thalassarche melanophris,Diomedeidae,0.0,42.0,0.0,250.0,0.0,580.0,0.0,516.0,0.0,171.0,0.0,185.0,0.0,338.0,0.0,1345.0,0.0,597.0,0.0,2804.0,0.0,2685.0,0.0,346.0,0.0,3065.0,0.0,1941.0,0.0,2646.0,1.0,7622.0,3.0,13934.0,3.0,10734.0,23.0,25912.0,32.0,14034.0
18,Thalassarche chlororhynchos,Diomedeidae,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,9.0,1.0,154.0,0.0,224.0,0.0,116.0,0.0,1220.0,0.0,211.0
19,Tyto alba,Tytonidae,0.0,6.0,1.0,4.0,0.0,3.0,1.0,4.0,1.0,9.0,0.0,5.0,6.0,15.0,4.0,14.0,2.0,23.0,3.0,31.0,4.0,41.0,2.0,37.0,8.0,41.0,5.0,56.0,20.0,110.0,50.0,175.0,39.0,242.0,82.0,358.0,65.0,457.0,111.0,587.0
20,Arenaria interpres,Scolopacidae,2.0,163.0,0.0,408.0,0.0,400.0,0.0,658.0,0.0,413.0,0.0,700.0,0.0,166.0,2.0,562.0,0.0,438.0,0.0,2137.0,0.0,1829.0,0.0,1347.0,17.0,2368.0,0.0,1871.0,1.0,2914.0,4.0,2277.0,0.0,4070.0,10.0,3984.0,12.0,6890.0,20.0,5661.0
21,Bubulcus ibis,Ardeidae,0.0,146.0,12.0,1868.0,60.0,643.0,214.0,2133.0,17.0,971.0,29.0,1117.0,140.0,2164.0,530.0,3528.0,213.0,2699.0,436.0,3530.0,732.0,5036.0,191.0,4662.0,1488.0,8701.0,772.0,8783.0,582.0,9266.0,4934.0,17011.0,3222.0,18606.0,4897.0,33070.0,4778.0,43377.0,6716.0,48841.0
22,Chlidonias leucopterus,Laridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
23,Melopsittacus undulatus,Psittacidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
24,Chordeiles minor,Caprimulgidae,0.0,0.0,0.0,0.0,0.0,10.0,0.0,15.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,40.0,1.0,8.0,1.0,8.0,1.0,6.0,1.0,44.0,5.0,13.0,0.0,5.0,20.0,63.0,22.0,68.0,33.0,46.0,112.0,135.0,12.0,66.0,38.0,880.0
25,Calidris alpina,Scolopacidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Charadrius semipalmatus,Charadriidae,0.0,25.0,0.0,93.0,0.0,38.0,0.0,111.0,1.0,88.0,1.0,189.0,0.0,210.0,0.0,138.0,0.0,514.0,2.0,1069.0,0.0,1338.0,2.0,1079.0,0.0,729.0,0.0,1696.0,0.0,3422.0,0.0,1486.0,0.0,3720.0,1.0,3599.0,5.0,5094.0,1.0,8374.0
27,Paroaria coronata,Thraupidae,7.0,19.0,7.0,100.0,66.0,70.0,18.0,88.0,40.0,139.0,8.0,19.0,101.0,120.0,66.0,91.0,37.0,107.0,117.0,178.0,184.0,327.0,74.0,143.0,142.0,297.0,290.0,409.0,534.0,779.0,2781.0,3141.0,3509.0,4173.0,5209.0,7324.0,6462.0,8558.0,9251.0,11464.0
28,Phasianus colchicus,Phasianidae,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,10.0,0.0,11.0,0.0,1.0,0.0,4.0,0.0,20.0,0.0,6.0,0.0,3.0
29,Progne subis,Hirundinidae,0.0,0.0,0.0,0.0,0.0,256.0,0.0,90.0,0.0,4.0,0.0,103.0,0.0,1.0,0.0,10.0,1.0,2.0,0.0,31.0,0.0,26.0,0.0,410.0,0.0,20.0,0.0,262.0,0.0,561.0,1.0,12.0,0.0,646.0,0.0,760.0,1.0,367.0,1.0,785.0
30,Piranga flava,Cardinalidae,1.0,15.0,0.0,28.0,1.0,10.0,5.0,27.0,1.0,44.0,3.0,46.0,10.0,48.0,5.0,35.0,6.0,58.0,12.0,37.0,11.0,100.0,13.0,50.0,20.0,92.0,20.0,114.0,48.0,156.0,127.0,296.0,172.0,500.0,254.0,617.0,306.0,919.0,560.0,1384.0
31,Puffinus puffinus,Procellariidae,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,73.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,156.0,1.0,214.0,0.0,153.0,1.0,308.0,0.0,899.0,0.0,1108.0,0.0,1275.0
32,Parabuteo unicinctus,Accipitridae,0.0,5.0,0.0,21.0,0.0,6.0,0.0,17.0,1.0,16.0,3.0,30.0,5.0,36.0,3.0,64.0,24.0,82.0,28.0,159.0,22.0,201.0,14.0,226.0,15.0,259.0,33.0,259.0,101.0,566.0,227.0,707.0,526.0,1272.0,666.0,1730.0,1158.0,2532.0,1605.0,3774.0
33,Calidris canutus,Scolopacidae,0.0,2.0,0.0,300.0,0.0,42.0,0.0,57.0,1.0,310.0,9.0,671.0,3.0,1212.0,0.0,127.0,0.0,498.0,0.0,3509.0,0.0,2385.0,0.0,1794.0,0.0,339.0,0.0,617.0,4.0,1550.0,0.0,974.0,7.0,5217.0,3.0,1575.0,10.0,3789.0,2.0,5531.0
34,Sterna hirundo,Laridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,32.0,0.0,50.0,20.0,293.0,0.0,77.0,0.0,62.0,0.0,1193.0,0.0,24.0,5.0,969.0,0.0,325.0,11.0,1961.0,35.0,2113.0,0.0,1280.0,4.0,4745.0,52.0,5268.0,21.0,3382.0
35,Streptopelia decaocto,Columbidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Riparia riparia,Hirundinidae,0.0,3.0,0.0,6.0,0.0,48.0,1.0,9.0,4.0,9.0,20.0,49.0,0.0,1.0,200.0,380.0,0.0,62.0,1.0,15.0,42.0,1950.0,8.0,610.0,17.0,87.0,13.0,147.0,66.0,2879.0,24.0,1378.0,66.0,341.0,56.0,476.0,164.0,1140.0,219.0,2114.0
37,Stercorarius parasiticus,Stercorariidae,0.0,17.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,126.0,0.0,16.0,0.0,6.0,0.0,38.0,0.0,6.0,0.0,15.0,0.0,15.0,0.0,3.0,0.0,6.0,0.0,11.0,0.0,25.0,2.0,121.0,0.0,74.0,1.0,100.0,0.0,97.0,0.0,111.0
38,Pitangus sulphuratus,Tyrannidae,30.0,126.0,18.0,233.0,185.0,435.0,81.0,332.0,82.0,303.0,79.0,512.0,99.0,451.0,111.0,401.0,337.0,941.0,495.0,1000.0,464.0,1651.0,257.0,870.0,435.0,1507.0,653.0,2405.0,1373.0,4439.0,3035.0,9394.0,6667.0,15595.0,8561.0,23766.0,13123.0,35302.0,20208.0,51592.0
39,Meleagris gallopavo,Phasianidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Patagioenas fasciata,Columbidae,0.0,209.0,0.0,38.0,0.0,114.0,0.0,441.0,0.0,176.0,0.0,256.0,0.0,438.0,0.0,448.0,0.0,309.0,0.0,299.0,0.0,908.0,0.0,481.0,0.0,622.0,0.0,1344.0,0.0,1091.0,0.0,1191.0,0.0,1228.0,0.0,2003.0,0.0,2689.0,0.0,3424.0
41,Limosa haemastica,Scolopacidae,2.0,4.0,5.0,20.0,0.0,197.0,2.0,6.0,4.0,63.0,0.0,415.0,9.0,1547.0,2.0,146.0,3.0,3186.0,29.0,4850.0,6.0,6822.0,48.0,3060.0,0.0,2543.0,4.0,3353.0,3.0,4477.0,739.0,11951.0,19.0,17177.0,12.0,7469.0,96.0,12053.0,129.0,23048.0
42,Calidris alba,Scolopacidae,3.0,284.0,0.0,200.0,0.0,144.0,0.0,838.0,3.0,601.0,0.0,4142.0,0.0,1624.0,20.0,2427.0,0.0,2508.0,1.0,6652.0,0.0,12535.0,0.0,5842.0,0.0,7095.0,1.0,11114.0,0.0,9396.0,0.0,7343.0,1.0,12049.0,9.0,18880.0,3.0,26288.0,5.0,35826.0
43,Catharus ustulatus,Turdidae,0.0,6.0,0.0,20.0,0.0,5.0,0.0,13.0,0.0,39.0,0.0,69.0,0.0,52.0,0.0,107.0,0.0,194.0,0.0,144.0,0.0,184.0,0.0,102.0,0.0,211.0,0.0,453.0,0.0,541.0,0.0,500.0,5.0,560.0,0.0,539.0,0.0,1279.0,0.0,1747.0
44,Chlidonias niger,Laridae,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,41.0,0.0,80.0,0.0,2.0,0.0,1.0,0.0,15.0,0.0,99.0,0.0,37.0,0.0,14.0
45,Pandion haliaetus,Pandionidae,0.0,31.0,0.0,16.0,9.0,33.0,8.0,30.0,3.0,21.0,9.0,44.0,2.0,28.0,1.0,28.0,0.0,44.0,3.0,37.0,11.0,75.0,6.0,67.0,10.0,119.0,21.0,124.0,29.0,255.0,34.0,229.0,33.0,254.0,50.0,424.0,15.0,461.0,28.0,597.0
46,Numenius arquata,Scolopacidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Xenus cinereus,Scolopacidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Pluvialis squatarola,Charadriidae,3.0,26.0,0.0,114.0,0.0,41.0,0.0,30.0,1.0,26.0,0.0,384.0,0.0,43.0,0.0,457.0,0.0,295.0,0.0,1049.0,0.0,3840.0,0.0,533.0,0.0,917.0,0.0,1453.0,0.0,1994.0,0.0,1450.0,0.0,2261.0,0.0,2695.0,0.0,4054.0,0.0,6195.0
49,Tringa flavipes,Scolopacidae,312.0,359.0,144.0,183.0,14.0,54.0,319.0,491.0,601.0,833.0,48.0,548.0,29.0,533.0,37.0,428.0,124.0,992.0,441.0,2515.0,1819.0,5616.0,497.0,3007.0,465.0,4446.0,320.0,4394.0,1635.0,5333.0,456.0,3006.0,460.0,4192.0,599.0,3941.0,2317.0,9112.0,2121.0,12691.0
50,Platalea ajaja,Threskiornithidae,3.0,17.0,1.0,2.0,11.0,17.0,8.0,38.0,13.0,89.0,37.0,109.0,85.0,160.0,46.0,105.0,49.0,202.0,636.0,729.0,87.0,400.0,127.0,261.0,259.0,579.0,102.0,921.0,167.0,978.0,326.0,1484.0,1193.0,2916.0,842.0,4199.0,2702.0,5421.0,1872.0,6020.0
51,Pyrocephalus rubinus,Tyrannidae,9.0,37.0,2.0,95.0,34.0,95.0,12.0,142.0,21.0,90.0,27.0,141.0,18.0,119.0,6.0,177.0,34.0,402.0,100.0,411.0,49.0,641.0,28.0,424.0,35.0,520.0,48.0,877.0,171.0,900.0,242.0,1405.0,497.0,2783.0,655.0,3132.0,888.0,4599.0,1193.0,5018.0
52,Lophura nycthemera,Phasianidae,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Gelochelidon nilotica,Laridae,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,124.0,0.0,448.0,0.0,95.0,0.0,330.0,0.0,10.0,0.0,41.0,16.0,50.0,0.0,10.0,11.0,303.0,7.0,1037.0,40.0,216.0,7.0,1598.0,6.0,896.0,52.0,1008.0,51.0,2366.0
54,Ardea alba,Ardeidae,12.0,315.0,34.0,331.0,55.0,250.0,65.0,905.0,153.0,690.0,153.0,552.0,92.0,739.0,29.0,1066.0,54.0,883.0,488.0,1635.0,1043.0,4317.0,649.0,4185.0,712.0,3098.0,1182.0,4905.0,755.0,7868.0,2638.0,13638.0,5248.0,16573.0,4144.0,24218.0,5507.0,31219.0,8426.0,38290.0
55,Ictinia mississippiensis,Accipitridae,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,3.0,3.0,87.0,119.0,0.0,13.0,140.0,190.0,68.0,76.0,82.0,185.0,36.0,134.0,64.0,240.0,892.0,1400.0
56,Sternula antillarum,Laridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,1.0,0.0,290.0,0.0,76.0,0.0,135.0,0.0,303.0,0.0,66.0
57,Elaenia parvirostris,Tyrannidae,4.0,5.0,12.0,27.0,15.0,18.0,16.0,27.0,0.0,5.0,6.0,29.0,45.0,56.0,18.0,26.0,77.0,189.0,18.0,23.0,37.0,46.0,15.0,31.0,83.0,144.0,43.0,123.0,193.0,304.0,201.0,442.0,331.0,606.0,523.0,1056.0,746.0,1393.0,1157.0,2306.0
58,Anas bahamensis,Anatidae,0.0,18.0,0.0,149.0,17.0,272.0,6.0,115.0,619.0,703.0,0.0,1079.0,2.0,921.0,16.0,1624.0,1.0,1249.0,8.0,1204.0,1178.0,8717.0,145.0,1037.0,263.0,1872.0,147.0,1921.0,200.0,5036.0,635.0,3680.0,340.0,6558.0,286.0,4848.0,3197.0,14198.0,3784.0,16664.0
59,Numenius phaeopus,Scolopacidae,0.0,92.0,0.0,392.0,0.0,333.0,0.0,474.0,0.0,526.0,0.0,431.0,0.0,1145.0,0.0,2252.0,0.0,7291.0,0.0,8419.0,0.0,21089.0,0.0,9243.0,0.0,15959.0,1.0,8490.0,0.0,13942.0,0.0,11797.0,0.0,28036.0,0.0,12923.0,0.0,18993.0,2.0,27496.0
60,Stercorarius longicaudus,Stercorariidae,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,72.0,0.0,4.0,0.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,70.0,0.0,28.0,0.0,134.0,0.0,49.0
61,Limnodromus griseus,Scolopacidae,0.0,180.0,0.0,144.0,0.0,42.0,0.0,145.0,0.0,44.0,0.0,131.0,0.0,100.0,0.0,589.0,0.0,140.0,0.0,718.0,0.0,784.0,0.0,99.0,0.0,1035.0,0.0,561.0,0.0,1218.0,0.0,286.0,0.0,2034.0,0.0,1070.0,0.0,2985.0,0.0,2400.0
62,Carduelis carduelis,Fringillidae,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,3.0,1.0,1.0,7.0,7.0,8.0,8.0,1.0,7.0,1.0,2.0,5.0,23.0,34.0,72.0,36.0,52.0,91.0,140.0,95.0,180.0
63,Tringa solitaria,Scolopacidae,5.0,10.0,5.0,26.0,2.0,13.0,7.0,22.0,34.0,55.0,10.0,51.0,2.0,27.0,4.0,32.0,6.0,90.0,19.0,47.0,8.0,52.0,17.0,63.0,24.0,78.0,58.0,197.0,30.0,133.0,63.0,310.0,111.0,324.0,182.0,501.0,125.0,546.0,290.0,920.0
64,Oceanites oceanicus,Hydrobatidae,0.0,0.0,0.0,369.0,0.0,26.0,0.0,486.0,0.0,286.0,0.0,186.0,0.0,175.0,0.0,275.0,0.0,240.0,0.0,3991.0,0.0,1119.0,0.0,193.0,0.0,813.0,0.0,1473.0,0.0,727.0,0.0,1950.0,0.0,2500.0,0.0,3535.0,0.0,7689.0,0.0,3808.0
65,Numida meleagris,Numididae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Coragyps atratus,Cathartidae,4.0,728.0,17.0,745.0,15.0,1049.0,13.0,2414.0,23.0,1542.0,47.0,1955.0,81.0,1622.0,11.0,3185.0,261.0,3355.0,63.0,6902.0,49.0,8682.0,45.0,5870.0,222.0,12668.0,139.0,12536.0,762.0,18895.0,897.0,23348.0,2285.0,36703.0,3115.0,52703.0,4683.0,67482.0,3695.0,89259.0
67,Asio flammeus,Strigidae,0.0,8.0,0.0,3.0,2.0,4.0,5.0,8.0,0.0,3.0,0.0,13.0,1.0,18.0,2.0,12.0,1.0,10.0,0.0,15.0,1.0,33.0,0.0,26.0,3.0,29.0,3.0,25.0,4.0,72.0,20.0,101.0,11.0,137.0,10.0,155.0,7.0,195.0,18.0,294.0
68,Setophaga striata,Parulidae,0.0,5.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,13.0,0.0,8.0,0.0,28.0,0.0,17.0,0.0,19.0,0.0,23.0,0.0,13.0,0.0,18.0,0.0,20.0,0.0,41.0,0.0,27.0,0.0,56.0,0.0,32.0
69,Falco peregrinus,Falconidae,3.0,10.0,0.0,9.0,0.0,7.0,1.0,12.0,2.0,20.0,1.0,24.0,1.0,18.0,2.0,28.0,1.0,39.0,8.0,62.0,4.0,76.0,9.0,96.0,6.0,108.0,12.0,136.0,31.0,211.0,29.0,274.0,34.0,350.0,59.0,438.0,67.0,643.0,113.0,645.0
70,Thalasseus sandvicensis,Laridae,0.0,1.0,0.0,33.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,14.0,30.0,94.0,0.0,30.0,13.0,72.0,0.0,279.0,0.0,466.0,3.0,31.0,0.0,746.0,5.0,598.0,114.0,1783.0,91.0,1522.0,302.0,1941.0,887.0,3123.0,1171.0,4224.0,1258.0,3347.0
71,Tyrannus melancholicus,Tyrannidae,20.0,271.0,17.0,429.0,35.0,367.0,15.0,315.0,15.0,184.0,6.0,765.0,27.0,639.0,65.0,1145.0,51.0,924.0,128.0,1384.0,155.0,1579.0,44.0,1375.0,89.0,1909.0,132.0,2525.0,301.0,3832.0,770.0,7049.0,1589.0,9273.0,1949.0,12768.0,2672.0,18737.0,3481.0,24493.0
72,Accipiter striatus,Accipitridae,1.0,6.0,0.0,5.0,1.0,17.0,1.0,9.0,0.0,9.0,1.0,17.0,1.0,12.0,2.0,60.0,1.0,21.0,4.0,25.0,3.0,17.0,6.0,31.0,6.0,41.0,4.0,38.0,6.0,47.0,11.0,103.0,31.0,150.0,49.0,258.0,37.0,354.0,51.0,398.0
73,Sturnus vulgaris,Sturnidae,0.0,0.0,10.0,10.0,1.0,1.0,53.0,53.0,6.0,6.0,10.0,10.0,32.0,32.0,0.0,6.0,38.0,38.0,162.0,162.0,102.0,102.0,560.0,845.0,666.0,671.0,230.0,243.0,397.0,436.0,1048.0,1247.0,3206.0,3908.0,4882.0,7309.0,12786.0,14307.0,17095.0,20253.0
74,Dendrocygna autumnalis,Anatidae,0.0,2.0,2.0,329.0,3.0,512.0,6.0,236.0,4.0,96.0,14.0,50.0,7.0,113.0,6.0,226.0,18.0,112.0,2.0,45.0,4.0,1291.0,33.0,491.0,35.0,702.0,586.0,1398.0,45.0,2432.0,144.0,3930.0,203.0,4158.0,500.0,7573.0,584.0,9740.0,1309.0,11221.0
75,Bubo virginianus,Strigidae,1.0,4.0,0.0,11.0,0.0,4.0,0.0,9.0,0.0,3.0,1.0,13.0,3.0,9.0,0.0,14.0,3.0,12.0,0.0,15.0,1.0,59.0,7.0,36.0,3.0,61.0,6.0,60.0,12.0,108.0,55.0,192.0,73.0,247.0,39.0,306.0,86.0,376.0,70.0,498.0
76,Cairina moschata,Anatidae,0.0,2.0,0.0,34.0,12.0,42.0,1.0,50.0,0.0,53.0,1.0,37.0,9.0,40.0,0.0,60.0,13.0,120.0,0.0,98.0,2.0,206.0,6.0,145.0,14.0,364.0,21.0,447.0,21.0,560.0,37.0,1011.0,55.0,907.0,84.0,1939.0,114.0,2282.0,209.0,2851.0
77,Pavo cristatus,Phasianidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Ixobrychus exilis,Ardeidae,0.0,3.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,9.0,0.0,6.0,0.0,9.0,1.0,8.0,1.0,12.0,2.0,14.0,2.0,15.0,0.0,50.0,2.0,12.0,9.0,36.0,7.0,40.0,10.0,60.0,14.0,78.0,26.0,132.0,24.0,175.0
79,Buteo platypterus,Accipitridae,0.0,4.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,9.0,0.0,3.0,0.0,8.0,0.0,41.0,0.0,20.0,0.0,12.0,0.0,13.0,0.0,22.0,0.0,15.0,0.0,26.0,0.0,40.0,0.0,54.0,0.0,50.0,0.0,83.0,0.0,151.0,0.0,232.0
80,Calidris himantopus,Scolopacidae,45.0,64.0,30.0,239.0,21.0,23.0,300.0,570.0,180.0,190.0,2.0,105.0,21.0,88.0,964.0,1333.0,3.0,576.0,45.0,632.0,55.0,2012.0,18.0,573.0,98.0,325.0,29.0,881.0,85.0,1215.0,38.0,869.0,80.0,1762.0,49.0,1775.0,1306.0,2027.0,82.0,1941.0
81,Empidonomus varius,Tyrannidae,2.0,10.0,0.0,7.0,0.0,9.0,5.0,22.0,6.0,12.0,3.0,27.0,2.0,27.0,0.0,19.0,2.0,33.0,4.0,28.0,2.0,50.0,3.0,74.0,18.0,55.0,8.0,200.0,22.0,223.0,37.0,455.0,43.0,576.0,30.0,752.0,50.0,1263.0,86.0,1693.0
82,Empidonax alnorum,Tyrannidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,9.0,0.0,13.0,0.0,11.0,0.0,21.0,0.0,14.0,0.0,19.0,0.0,13.0,0.0,19.0,0.0,67.0,0.0,54.0
83,Psittacula krameri,Psittacidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
