,eventDate,individualCount,decimalLatitude,decimalLongitude,day,month,year
37,2013-10-02T00:00:00,80.0,-25.2667,-57.6167,2,10,2013
47,2013-02-16T00:00:00,2.0,-30.8069,-62.8778,16,2,2013
63,2014-07-20T00:00:00,1.0,-38.7925,-73.3959,20,7,2014
74,2016-01-23T00:00:00,3.0,-35.7792,-57.3939,23,1,2016
113,2014-09-21T00:00:00,1.0,-13.7433,-66.078,21,9,2014
148,2018-03-25T00:00:00,8.0,-12.2853,-76.8809,25,3,2018
158,2014-11-14T00:00:00,1.0,-18.4161,-70.3216,14,11,2014
208,2010-11-30T00:00:00,6.0,-36.2941,-56.7756,30,11,2010
245,2018-01-04T00:00:00,7.0,-18.4165,-70.3224,4,1,2018
313,2017-11-01T00:00:00,1.0,-23.7196,-46.7166,1,11,2017
314,2016-11-20T00:00:00,1.0,-31.2333,-60.5333,20,11,2016
348,2019-12-28T00:00:00,23.0,-30.2238,-60.0137,28,12,2019
362,2017-01-16T00:00:00,,-31.0481,-50.9908,16,1,2017
371,2018-11-03T00:00:00,2.0,-36.4876,-57.0045,3,11,2018
376,2019-01-27T00:00:00,2.0,-37.4319,-57.1917,27,1,2019
394,2019-01-20T00:00:00,3.0,-34.8019,-55.3844,20,1,2019
407,2014-11-04T00:00:00,111.0,-36.35,-56.8667,4,11,2014
408,2019-10-30T00:00:00,1.0,-13.436,-72.1304,30,10,2019
422,2019-01-18T00:00:00,1.0,-21.4298,-70.0568,18,1,2019
592,2016-03-13T00:00:00,1.0,-29.3065,-71.3632,13,3,2016
608,2019-10-31T00:00:00,3.0,-35.1257,-57.8124,31,10,2019
652,2019-10-08T00:00:00,2.0,-34.8783,-54.9155,8,10,2019
669,2017-11-24T00:00:00,2.0,-34.6183,-54.2921,24,11,2017
712,2018-02-01T00:00:00,10.0,-31.2563,-50.9829,1,2,2018
789,2019-11-03T00:00:00,1.0,-4.69267,-37.3663,3,11,2019
791,2013-09-07T00:00:00,20.0,-1.02614,-46.9644,7,9,2013
793,2019-11-03T00:00:00,60.0,-34.6808,-54.2956,3,11,2019
803,2019-02-14T00:00:00,5.0,-34.6643,-54.1732,14,2,2019
848,2019-10-19T00:00:00,1.0,-25.276,-57.6327,19,10,2019
856,2018-05-05T00:00:00,2.0,-32.1927,-64.2556,5,5,2018
865,2018-02-12T00:00:00,15.0,-37.4313,-57.1921,12,2,2018
894,2019-04-06T00:00:00,2.0,-23.0946,-70.4331,6,4,2019
899,2018-12-28T00:00:00,10.0,-32.2952,-52.9002,28,12,2018
907,2016-10-22T00:00:00,3.0,-24.2955,-47.0312,22,10,2016
917,2018-02-17T00:00:00,1.0,-31.94,-52.7539,17,2,2018
1086,2018-10-19T00:00:00,1.0,-6.801939999999999,-79.9503,19,10,2018
1108,2010-02-15T00:00:00,1.0,-6.9073,-79.8923,15,2,2010
1109,2016-01-31T00:00:00,1.0,-23.0477,-43.5569,31,1,2016
1120,2018-03-27T00:00:00,3.0,-30.8675,-60.1355,27,3,2018
1130,2018-04-03T00:00:00,4.0,-0.10984200000000001,-78.365,3,4,2018
1132,2017-12-29T00:00:00,1.0,-0.513947,-78.1866,29,12,2017
1136,2011-12-04T00:00:00,8.0,-25.2667,-57.6167,4,12,2011
1147,2019-03-24T00:00:00,1.0,-36.2941,-56.7756,24,3,2019
1158,2013-07-27T00:00:00,1.0,-38.7561,-73.4184,27,7,2013
1177,2017-03-04T00:00:00,7.0,-37.7444,-57.427,4,3,2017
1179,2017-09-16T00:00:00,4.0,-3.25295,-59.9606,16,9,2017
1188,2019-12-28T00:00:00,6.0,-30.4775,-59.9793,28,12,2019
1213,2017-10-16T00:00:00,4.0,-34.8737,-56.2166,16,10,2017
1223,2019-10-01T00:00:00,12.0,-25.276,-57.6327,1,10,2019
1241,2019-02-17T00:00:00,1.0,-23.7033,-70.4247,17,2,2019
1292,2015-03-14T00:00:00,1.0,-30.118000000000002,-71.3705,14,3,2015
1307,2014-02-09T00:00:00,6.0,-34.9971,-72.1806,9,2,2014
1329,2013-01-28T00:00:00,500.0,-34.6183,-54.2921,28,1,2013
1349,2019-01-27T00:00:00,62.0,-37.4319,-57.1917,27,1,2019
1383,2019-10-15T00:00:00,1.0,-24.2201,-46.8499,15,10,2019
1418,2015-11-05T00:00:00,1.0,-18.4165,-70.3224,5,11,2015
1451,2017-10-21T00:00:00,1.0,-30.9458,-62.7124,21,10,2017
1462,2018-09-08T00:00:00,2.0,-34.9076,-54.8765,8,9,2018
1470,2018-11-25T00:00:00,2.0,-34.8783,-54.9155,25,11,2018
1482,2018-02-25T00:00:00,5.0,-36.3371,-56.7542,25,2,2018
1507,2016-11-27T00:00:00,4.0,-18.4165,-70.3224,27,11,2016
1525,2019-09-29T00:00:00,1.0,-24.3128,-47.0006,29,9,2019
1601,2016-09-17T00:00:00,1.0,-4.6814,-81.3212,17,9,2016
1611,2019-12-28T00:00:00,8.0,-35.532,-57.323,28,12,2019
1612,2016-02-19T00:00:00,2.0,-34.7658,-56.416000000000004,19,2,2016
1636,2018-10-06T00:00:00,20.0,-34.8415,-54.6746,6,10,2018
1649,2018-09-10T00:00:00,30.0,-16.3786,-56.6208,10,9,2018
1675,2018-02-10T00:00:00,1.0,-18.4165,-70.3224,10,2,2018
1730,2017-10-17T00:00:00,2.0,-8.96941,-69.0415,17,10,2017
1743,2014-03-02T00:00:00,,-40.8225,-64.8263,2,3,2014
1748,2019-11-20T00:00:00,2.0,-13.436,-72.1304,20,11,2019
1753,2010-03-01T00:00:00,5.0,-7.013139999999999,-79.6773,1,3,2010
1755,2018-11-15T00:00:00,2.0,-31.3281,-51.0682,15,11,2018
1780,2013-03-06T00:00:00,,-34.7774,-56.3724,6,3,2013
1797,2014-11-15T00:00:00,,-36.2941,-56.7756,15,11,2014
1820,2015-02-15T00:00:00,3.0,-36.2988,-56.7764,15,2,2015
1869,2017-10-15T00:00:00,,-36.2941,-56.7756,15,10,2017
1887,2019-12-01T00:00:00,1.0,-30.2589,-62.9712,1,12,2019
1954,2019-02-16T00:00:00,4.0,-30.1379,-62.9188,16,2,2019
1973,2018-04-02T00:00:00,1.0,-22.9791,14.4808,2,4,2018
1988,2017-12-07T00:00:00,60.0,-31.9227,-52.1992,7,12,2017
2013,2018-01-14T00:00:00,1.0,-31.4118,-54.5298,14,1,2018
2017,2017-02-19T00:00:00,8.0,-18.4165,-70.3224,19,2,2017
2046,2016-11-01T00:00:00,1.0,-18.4165,-70.3224,1,11,2016
2048,2018-11-13T00:00:00,8.0,-18.4165,-70.3224,13,11,2018
2054,2019-09-28T00:00:00,1.0,-24.2955,-47.0312,28,9,2019
2095,2010-02-11T00:00:00,3.0,-11.2116,-77.5966,11,2,2010
2096,2018-12-01T00:00:00,4.0,-34.7578,-56.4281,1,12,2018
2137,2013-12-09T00:00:00,25.0,-31.2586,-50.9793,9,12,2013
2145,2018-10-05T00:00:00,20.0,-36.3848,-56.7066,5,10,2018
2189,2019-09-25T00:00:00,1.0,-20.0858,-56.6154,25,9,2019
2213,2013-12-03T00:00:00,2.0,-31.0481,-50.9908,3,12,2013
2214,2017-04-04T00:00:00,1.0,-16.5366,-72.8853,4,4,2017
2268,2015-10-15T00:00:00,4.0,-20.0871,-56.6146,15,10,2015
2278,2014-11-14T00:00:00,1.0,-18.4161,-70.3216,14,11,2014
2293,2019-03-30T00:00:00,,-11.0832,-76.1408,30,3,2019
2311,2013-03-14T00:00:00,1.0,-27.8306,-48.5874,14,3,2013
2353,2019-10-31T00:00:00,1.0,-34.9076,-54.8765,31,10,2019
2359,2016-01-13T00:00:00,2.0,-51.667,-69.0648,13,1,2016
2375,2016-12-20T00:00:00,7.0,-30.9066,-51.4921,20,12,2016
2392,2019-01-24T00:00:00,2.0,-18.4101,-70.3273,24,1,2019
2395,2011-11-01T00:00:00,3.0,-23.2195,-44.7161,1,11,2011
2498,2018-02-08T00:00:00,1.0,-18.1961,-69.3196,8,2,2018
2513,2019-01-26T00:00:00,6.0,-34.6649,-54.1716,26,1,2019
2534,2019-11-10T00:00:00,1.0,-34.7702,-56.4056,10,11,2019
2555,2016-12-17T00:00:00,1.0,-22.4075,-66.0055,17,12,2016
2563,2016-10-29T00:00:00,2.0,-23.7196,-46.7166,29,10,2016
2573,2019-01-10T00:00:00,1.0,-21.4292,-70.0585,10,1,2019
2605,2018-12-28T00:00:00,4.0,-18.4165,-70.3224,28,12,2018
2636,2010-02-17T00:00:00,5.0,-30.5167,-57.8832,17,2,2010
2730,2014-12-29T00:00:00,2.0,-30.255,-71.4936,29,12,2014
2741,2019-02-20T00:00:00,6.0,-5.5041199999999995,-80.8968,20,2,2019
2744,2016-09-06T00:00:00,1.0,-25.276,-57.6327,6,9,2016
2766,2019-02-12T00:00:00,,-10.9925,-76.0508,12,2,2019
2778,2019-11-21T00:00:00,15.0,-32.7513,-53.2855,21,11,2019
2834,2011-03-07T00:00:00,3.0,-34.6183,-54.2921,7,3,2011
2938,2017-03-01T00:00:00,1.0,-13.864,-76.2694,1,3,2017
3007,2012-01-05T00:00:00,6.0,-18.4165,-70.3224,5,1,2012
3011,2016-10-27T00:00:00,1.0,-18.4165,-70.3224,27,10,2016
3041,2019-09-26T00:00:00,7.0,-25.4101,-57.5818,26,9,2019
3045,2017-06-19T00:00:00,1.0,-12.285,-76.8871,19,6,2017
3110,2018-01-24T00:00:00,9.0,-31.3573,-51.0391,24,1,2018
3111,2015-02-14T00:00:00,13.0,-22.0013,-68.6109,14,2,2015
3117,2018-01-20T00:00:00,,-31.8596,-52.3074,20,1,2018
3148,2019-10-19T00:00:00,1.0,-38.4765,-58.6299,19,10,2019
3190,2013-12-21T00:00:00,6.0,-28.8652,-49.2684,21,12,2013
3243,2019-02-02T00:00:00,5.0,-22.4115,-66.0188,2,2,2019
3262,2018-10-20T00:00:00,,-34.8415,-54.6746,20,10,2018
3298,2017-10-29T00:00:00,20.0,-36.2941,-56.7756,29,10,2017
3306,2017-09-12T00:00:00,8.0,-20.0858,-56.6154,12,9,2017
3310,2019-12-15T00:00:00,1.0,-34.7628,-55.696000000000005,15,12,2019
3313,2016-10-21T00:00:00,,-34.758,-56.4291,21,10,2016
3346,2019-09-21T00:00:00,18.0,-36.2941,-56.7756,21,9,2019
3379,2019-03-15T00:00:00,,-22.3481,-65.9589,15,3,2019
3401,2019-10-07T00:00:00,5.0,-6.647819999999999,-51.9958,7,10,2019
3445,2018-09-09T00:00:00,4.0,-24.3187,-57.0211,9,9,2018
3465,2016-01-14T00:00:00,33.0,-45.1266,-66.5366,14,1,2016
3470,2016-11-05T00:00:00,3.0,-24.2955,-47.0312,5,11,2016
3475,2016-10-12T00:00:00,11.0,-22.9409,-45.593,12,10,2016
3536,2019-03-11T00:00:00,4.0,-34.8783,-54.9155,11,3,2019
3560,2010-02-23T00:00:00,70.0,-10.9873,-76.0517,23,2,2010
3570,2017-10-27T00:00:00,300.0,-31.2509,-50.99100000000001,27,10,2017
3592,2015-11-28T00:00:00,10.0,-36.2941,-56.7756,28,11,2015
3614,2010-01-05T00:00:00,20.0,-38.8092,-59.7365,5,1,2010
3655,2015-12-05T00:00:00,,-34.3157,-53.9274,5,12,2015
3658,2019-10-27T00:00:00,20.0,-33.6681,-61.4501,27,10,2019
3668,2018-12-22T00:00:00,7.0,-34.3638,-62.3062,22,12,2018
3670,2012-09-04T00:00:00,1.0,-25.2667,-57.6167,4,9,2012
3725,2011-12-29T00:00:00,4.0,-18.4165,-70.3224,29,12,2011
3747,2019-10-20T00:00:00,1.0,-34.6183,-54.2921,20,10,2019
3783,2019-11-21T00:00:00,137.0,-32.7763,-53.668,21,11,2019
3785,2019-01-24T00:00:00,9.0,-34.6772,-54.2847,24,1,2019
3833,2017-11-12T00:00:00,2.0,-34.8987,-55.2558,12,11,2017
3844,2018-01-01T00:00:00,2.0,-34.9076,-54.8765,1,1,2018
3852,2018-04-14T00:00:00,1.0,-27.0659,-58.7189,14,4,2018
3853,2019-11-08T00:00:00,2.0,-18.5753,-70.0236,8,11,2019
3874,2014-02-27T00:00:00,,-36.2941,-56.7756,27,2,2014
3928,2019-03-30T00:00:00,3.0,-18.4165,-70.3224,30,3,2019
3971,2019-02-06T00:00:00,9.0,-22.5428,-66.7461,6,2,2019
3978,2018-10-20T00:00:00,2.0,-34.8415,-54.6746,20,10,2018
3983,2012-01-09T00:00:00,,-36.8599,-57.8812,9,1,2012
3986,2014-02-09T00:00:00,6.0,-34.9909,-72.1826,9,2,2014
4017,2011-02-04T00:00:00,,-42.463,-64.1045,4,2,2011
4050,2018-01-02T00:00:00,6.0,-24.993000000000002,-47.8579,2,1,2018
4056,2015-10-05T00:00:00,4.0,-36.2941,-56.7756,5,10,2015
4061,2012-12-04T00:00:00,8.0,-34.7658,-56.416000000000004,4,12,2012
4079,2019-11-17T00:00:00,1.0,-34.7658,-56.416000000000004,17,11,2019
4085,2017-11-17T00:00:00,5.0,-36.4014,-56.9511,17,11,2017
4107,2013-11-02T00:00:00,1.0,-16.3676,-71.1749,2,11,2013
4145,2018-12-03T00:00:00,5.0,-36.4207,-56.8565,3,12,2018
4188,2018-02-04T00:00:00,4.0,-34.7612,-55.6981,4,2,2018
4211,2019-10-19T00:00:00,10.0,-17.4286,-66.2767,19,10,2019
4222,2010-01-01T00:00:00,58.0,-22.4075,-66.0055,1,1,2010
4257,2019-10-19T00:00:00,1.0,-25.276,-57.6327,19,10,2019
4282,2016-03-13T00:00:00,1.0,-23.6414,-70.3345,13,3,2016
4293,2017-09-11T00:00:00,23.0,-34.9313,-56.1595,11,9,2017
4298,2019-11-28T00:00:00,,-34.8415,-54.6746,28,11,2019
4318,2011-10-30T00:00:00,42.0,-34.7495,-56.3475,30,10,2011
4327,2014-10-24T00:00:00,4.0,-17.7193,-66.6179,24,10,2014
4341,2010-02-18T00:00:00,20.0,-36.2941,-56.7756,18,2,2010
4433,2010-02-01T00:00:00,16.0,-22.3044,-66.0932,1,2,2010
4473,2019-11-01T00:00:00,3.0,-34.9095,-54.9006,1,11,2019
4478,2019-12-28T00:00:00,23.0,-30.2238,-60.0137,28,12,2019
4491,2016-12-17T00:00:00,3.0,-33.4985,-58.7884,17,12,2016
4518,2010-02-15T00:00:00,1.0,-6.9073,-79.8923,15,2,2010
4562,2017-07-02T00:00:00,1.0,-33.6198,-71.6275,2,7,2017
4615,2019-10-08T00:00:00,12.0,-25.276,-57.6327,8,10,2019
4647,2017-10-31T00:00:00,4.0,-18.4165,-70.3224,31,10,2017
4680,2015-01-10T00:00:00,,-36.8599,-57.8812,10,1,2015
4722,2010-01-16T00:00:00,3.0,-36.4014,-56.9511,16,1,2010
4758,2017-11-28T00:00:00,3.0,-34.8479,-57.9561,28,11,2017
4825,2018-03-29T00:00:00,6.0,-12.2856,-76.8836,29,3,2018
4939,2017-11-03T00:00:00,2.0,-33.6246,-71.63,3,11,2017
4943,2019-11-19T00:00:00,2.0,-34.9076,-54.8765,19,11,2019
4951,2019-03-22T00:00:00,1.0,-19.2857,-68.6817,22,3,2019
5033,2011-04-01T00:00:00,1.0,-22.4075,-66.0055,1,4,2011
5059,2018-01-02T00:00:00,1.0,-34.8727,-56.2236,2,1,2018
5078,2018-09-23T00:00:00,3.0,-5.51689,-80.8938,23,9,2018
5080,2013-12-25T00:00:00,58.0,-31.2203,-50.9555,25,12,2013
5100,2017-10-28T00:00:00,,-34.8415,-54.6746,28,10,2017
5115,2019-01-19T00:00:00,6.0,-34.7658,-56.416000000000004,19,1,2019
5123,2019-11-21T00:00:00,4.0,-38.1595,-57.6903,21,11,2019
5162,2018-04-20T00:00:00,3.0,-6.922789999999999,-79.8747,20,4,2018
5238,2017-02-06T00:00:00,,-31.2563,-50.9829,6,2,2017
5282,2012-02-14T00:00:00,11.0,-18.4165,-70.3224,14,2,2012
5289,2019-02-20T00:00:00,4.0,-33.6991,-62.533,20,2,2019
5298,2018-02-17T00:00:00,1.0,-18.3881,-70.3527,17,2,2018
5371,2016-02-13T00:00:00,,-31.1138,-50.8566,13,2,2016
5380,2016-10-24T00:00:00,1.0,-18.4165,-70.3224,24,10,2016
5384,2014-01-11T00:00:00,10.0,-36.4641,-57.1251,11,1,2014
5437,2017-11-26T00:00:00,2.0,-34.7658,-56.416000000000004,26,11,2017
5457,2019-11-27T00:00:00,2.0,-36.4976,-56.9646,27,11,2019
5501,2019-01-24T00:00:00,2.0,-36.3068,-56.7715,24,1,2019
5515,2019-05-04T00:00:00,10.0,-17.8927,-70.9921,4,5,2019
5535,2017-10-29T00:00:00,,-31.2485,-50.9939,29,10,2017
5542,2019-01-24T00:00:00,5.0,-34.6716,-54.283,24,1,2019
5555,2019-10-17T00:00:00,1.0,-25.2667,-57.6167,17,10,2019
5568,2012-12-13T00:00:00,299.0,-34.799,-54.6904,13,12,2012
5602,2019-01-26T00:00:00,6.0,-34.6649,-54.1716,26,1,2019
5613,2013-04-06T00:00:00,1.0,-29.8934,-71.2727,6,4,2013
5640,2017-09-26T00:00:00,2.0,-31.3217,-51.0581,26,9,2017
5642,2018-09-19T00:00:00,1.0,-12.4305,-70.6769,19,9,2018
5644,2019-12-19T00:00:00,69.0,-31.3291,-51.0635,19,12,2019
5648,2019-11-20T00:00:00,1.0,-18.4165,-70.3224,20,11,2019
5660,2017-01-20T00:00:00,4.0,-25.6664,-48.4805,20,1,2017
5669,2015-12-06T00:00:00,1.0,-40.727,-64.9463,6,12,2015
5684,2015-11-30T00:00:00,560.0,-38.6569,-59.0488,30,11,2015
5701,2018-12-22T00:00:00,1.0,-34.3638,-62.3062,22,12,2018
5702,2017-10-21T00:00:00,1.0,-13.1437,-69.6116,21,10,2017
5732,2019-10-19T00:00:00,21.0,-36.4795,-56.9847,19,10,2019
5749,2016-11-30T00:00:00,1.0,-34.0827,18.5132,30,11,2016
5753,2019-09-06T00:00:00,1.0,-25.276,-57.6327,6,9,2019
5809,2019-09-08T00:00:00,6.0,-25.2678,-57.6126,8,9,2019
5846,2019-10-03T00:00:00,5.0,-24.272,-46.93,3,10,2019
5870,2016-10-30T00:00:00,1.0,-36.4066,-56.9419,30,10,2016
5892,2012-07-30T00:00:00,2.0,-12.2243,-76.9879,30,7,2012
5925,2019-09-14T00:00:00,2.0,-25.4101,-57.5818,14,9,2019
5973,2016-02-21T00:00:00,1.0,-23.3309,-68.1665,21,2,2016
5986,2018-01-03T00:00:00,12.0,-31.9227,-52.1992,3,1,2018
5995,2016-12-04T00:00:00,,-34.0614,18.5167,4,12,2016
6033,2019-10-11T00:00:00,1.0,-22.9413,-43.0769,11,10,2019
6059,2019-11-22T00:00:00,,-31.3188,-51.0895,22,11,2019
6064,2018-11-07T00:00:00,10.0,-36.4678,-57.1289,7,11,2018
6068,2017-10-28T00:00:00,30.0,-36.2941,-56.7756,28,10,2017
6090,2011-06-06T00:00:00,4.0,-18.4165,-70.3224,6,6,2011
6091,2018-02-10T00:00:00,1.0,-18.4165,-70.3224,10,2,2018
6095,2019-11-24T00:00:00,1.0,-18.4165,-70.3224,24,11,2019
6131,2018-11-06T00:00:00,,-34.9095,-54.9006,6,11,2018
6146,2018-12-04T00:00:00,5.0,-36.4921,-56.9734,4,12,2018
6207,2013-05-03T00:00:00,3.0,-18.4165,-70.3224,3,5,2013
6216,2018-11-25T00:00:00,4.0,-34.9005,-55.2367,25,11,2018
6265,2016-01-26T00:00:00,1.0,-13.8344,-76.2518,26,1,2016
6291,2018-12-02T00:00:00,4.0,-36.2941,-56.7756,2,12,2018
6354,2018-10-14T00:00:00,10.0,-36.2941,-56.7756,14,10,2018
6356,2019-03-05T00:00:00,1.0,-29.9617,-71.3218,5,3,2019
6359,2019-01-28T00:00:00,1.0,-34.6797,-54.2732,28,1,2019
6387,2019-10-28T00:00:00,4.0,-36.3371,-56.7542,28,10,2019
6389,2018-11-06T00:00:00,,-36.2941,-56.7756,6,11,2018
6390,2017-11-18T00:00:00,33.0,-36.4333,-56.9438,18,11,2017
6391,2010-02-14T00:00:00,12.0,-7.072189999999999,-79.7115,14,2,2010
6424,2017-10-14T00:00:00,2.0,-18.4165,-70.3224,14,10,2017
6429,2013-10-27T00:00:00,8.0,-25.2942,-57.6332,27,10,2013
6451,2015-11-21T00:00:00,50.0,-36.2941,-56.7756,21,11,2015
6533,2017-10-28T00:00:00,5.0,-36.3418,-56.7467,28,10,2017
6549,2016-10-12T00:00:00,11.0,-22.9409,-45.593,12,10,2016
6562,2017-11-12T00:00:00,,-34.9032,-55.2372,12,11,2017
6564,2017-01-21T00:00:00,6.0,-34.3517,-53.7922,21,1,2017
6601,2017-11-14T00:00:00,11.0,-24.2361,-46.8742,14,11,2017
6681,2019-11-03T00:00:00,7.0,-34.8413,-54.6763,3,11,2019
6722,2019-04-14T00:00:00,4.0,-18.4165,-70.3224,14,4,2019
6723,2015-01-09T00:00:00,,-31.3573,-51.0391,9,1,2015
6744,2017-10-30T00:00:00,5.0,-24.3128,-47.0006,30,10,2017
6752,2016-12-22T00:00:00,1.0,-34.9664,-54.9485,22,12,2016
6813,2019-01-07T00:00:00,1.0,-23.0135,14.4317,7,1,2019
6867,2019-11-17T00:00:00,1.0,-34.7612,-55.6981,17,11,2019
6877,2019-01-25T00:00:00,15.0,-34.8393,-54.6728,25,1,2019
6888,2012-12-11T00:00:00,17.0,-33.4807,-53.8723,11,12,2012
6893,2010-11-03T00:00:00,12.0,-35.6248,-57.9936,3,11,2010
6906,2015-11-21T00:00:00,,-33.3793,-58.7692,21,11,2015
6913,2018-09-16T00:00:00,1.0,-16.4569,-56.6913,16,9,2018
7023,2016-10-29T00:00:00,2.0,-23.7196,-46.7166,29,10,2016
7037,2019-01-28T00:00:00,3.0,-37.7444,-57.427,28,1,2019
7046,2019-02-06T00:00:00,2.0,-33.3793,-58.7692,6,2,2019
7048,2017-01-07T00:00:00,15.0,-36.35,-56.8667,7,1,2017
7090,2019-01-18T00:00:00,1.0,-21.4298,-70.0568,18,1,2019
7102,2016-11-03T00:00:00,2.0,-18.4165,-70.3224,3,11,2016
7106,2019-09-20T00:00:00,8.0,-34.6455,-54.153999999999996,20,9,2019
7135,2011-11-12T00:00:00,1.0,-6.913310000000001,-79.8812,12,11,2011
7193,2011-11-22T00:00:00,4.0,-12.5849,-69.1713,22,11,2011
7217,2018-09-19T00:00:00,12.0,-31.3303,-51.0022,19,9,2018
7248,2018-10-06T00:00:00,38.0,-36.2941,-56.7756,6,10,2018
7294,2012-07-05T00:00:00,2.0,-12.2243,-76.9879,5,7,2012
7296,2018-01-19T00:00:00,2.0,-31.7675,-52.2514,19,1,2018
7298,2015-02-04T00:00:00,1.0,-30.3052,-71.5724,4,2,2015
7308,2013-09-17T00:00:00,,-22.55,-59.3833,17,9,2013
7335,2019-03-31T00:00:00,1.0,-21.4292,-70.0585,31,3,2019
7396,2014-01-01T00:00:00,175.0,-31.2203,-50.9555,1,1,2014
7435,2011-12-27T00:00:00,2.0,-29.1637,-61.0011,27,12,2011
7518,2016-04-10T00:00:00,21.0,-18.4165,-70.3224,10,4,2016
7527,2019-11-20T00:00:00,2.0,-18.4165,-70.3224,20,11,2019
7528,2018-02-08T00:00:00,1.0,-22.8785,14.536,8,2,2018
7536,2011-04-06T00:00:00,2.0,-2.24606,-80.9417,6,4,2011
7548,2017-10-28T00:00:00,29.0,-31.2563,-50.9829,28,10,2017
7558,2019-10-29T00:00:00,45.0,-36.4704,-57.1314,29,10,2019
7573,2017-11-18T00:00:00,33.0,-36.4333,-56.9438,18,11,2017
7599,2019-11-03T00:00:00,60.0,-34.6808,-54.2956,3,11,2019
7601,2010-02-14T00:00:00,2.0,-5.52424,-80.8909,14,2,2010
7608,2017-10-14T00:00:00,2.0,-12.2243,-76.9879,14,10,2017
7644,2018-12-06T00:00:00,30.0,-36.4014,-56.9511,6,12,2018
7648,2018-01-10T00:00:00,40.0,-38.852,-59.9806,10,1,2018
7716,2018-10-01T00:00:00,8.0,-16.3786,-56.6208,1,10,2018
7816,2014-10-26T00:00:00,2.0,-18.4165,-70.3224,26,10,2014
7840,2019-04-05T00:00:00,2.0,-18.4165,-70.3224,5,4,2019
7849,2018-12-13T00:00:00,3.0,-36.2941,-56.7756,13,12,2018
7889,2019-10-19T00:00:00,10.0,-17.4286,-66.2767,19,10,2019
7897,2016-12-12T00:00:00,1.0,-34.0827,18.5132,12,12,2016
7947,2019-09-08T00:00:00,2.0,-34.7658,-56.416000000000004,8,9,2019
7956,2018-12-02T00:00:00,8.0,-34.6183,-54.2921,2,12,2018
8002,2019-10-27T00:00:00,1.0,-24.7306,-65.4174,27,10,2019
8020,2014-11-27T00:00:00,3.0,-18.4165,-70.3224,27,11,2014
8029,2014-03-14T00:00:00,1.0,-22.4204,-65.9926,14,3,2014
8100,2019-03-23T00:00:00,1.0,-19.1085,-68.9084,23,3,2019
8157,2018-12-28T00:00:00,4.0,-18.4165,-70.3224,28,12,2018
8200,2019-10-31T00:00:00,1.0,-34.8176,-55.3264,31,10,2019
8208,2015-09-11T00:00:00,4.0,-17.1337,-71.8795,11,9,2015
8218,2019-12-28T00:00:00,6.0,-30.4775,-59.9793,28,12,2019
8256,2016-11-24T00:00:00,,-17.8927,-70.9921,24,11,2016
8271,2016-12-28T00:00:00,,-34.6647,-54.1694,28,12,2016
8275,2017-10-28T00:00:00,30.0,-36.2941,-56.7756,28,10,2017
8301,2019-11-08T00:00:00,2.0,-18.5753,-70.0236,8,11,2019
8324,2017-04-27T00:00:00,2.0,-18.4165,-70.3224,27,4,2017
8368,2018-12-01T00:00:00,1.0,-34.7578,-56.4281,1,12,2018
8373,2019-10-06T00:00:00,3.0,-33.7,-61.4667,6,10,2019
8374,2019-10-31T00:00:00,60.0,-34.8415,-54.6746,31,10,2019
8388,2013-10-02T00:00:00,80.0,-25.2667,-57.6167,2,10,2013
8526,2018-10-07T00:00:00,12.0,-30.6917,-62.1751,7,10,2018
8531,2019-12-08T00:00:00,1.0,-13.618,-71.7304,8,12,2019
8543,2011-12-23T00:00:00,,-34.6183,-54.2921,23,12,2011
8563,2014-07-20T00:00:00,1.0,-38.7925,-73.3959,20,7,2014
8573,2018-09-22T00:00:00,1.0,-34.9545,-54.9714,22,9,2018
8592,2018-09-09T00:00:00,3.0,-17.8927,-70.9921,9,9,2018
8594,2017-10-31T00:00:00,5.0,-18.4165,-70.3224,31,10,2017
8652,2016-12-03T00:00:00,4.0,-33.4985,-58.7884,3,12,2016
8667,2019-03-23T00:00:00,1.0,-6.91915,-79.8709,23,3,2019
8668,2019-12-20T00:00:00,16.0,-31.2559,-50.9825,20,12,2019
8732,2016-02-25T00:00:00,31.0,-33.4985,-58.7884,25,2,2016
8761,2019-11-02T00:00:00,19.0,-34.8415,-54.6746,2,11,2019
8782,2015-05-15T00:00:00,,-12.2141,-76.9893,15,5,2015
8797,2019-01-27T00:00:00,2.0,-35.4856,-57.1493,27,1,2019
8804,2018-05-05T00:00:00,4.0,-13.864,-76.2694,5,5,2018
8806,2017-10-28T00:00:00,1.0,-34.9028,-55.2356,28,10,2017
8835,2016-04-10T00:00:00,15.0,-36.2941,-56.7756,10,4,2016
8889,2017-03-03T00:00:00,1.0,-12.22,-76.9808,3,3,2017
8890,2019-01-12T00:00:00,2.0,-33.3734,-58.783,12,1,2019
8895,2019-11-20T00:00:00,9.0,-34.6797,-54.2732,20,11,2019
8904,2017-10-29T00:00:00,12.0,-31.3869,-51.1276,29,10,2017
8913,2017-10-24T00:00:00,15.0,-30.6369,-59.9583,24,10,2017
8918,2016-03-19T00:00:00,175.0,-11.2347,-75.9443,19,3,2016
8925,2019-09-20T00:00:00,35.0,-25.2712,-57.6298,20,9,2019
8996,2018-10-07T00:00:00,370.0,-37.4313,-57.1921,7,10,2018
9009,2019-01-25T00:00:00,6.0,-34.8393,-54.6728,25,1,2019
