,Galaxy ID,SDSS ID,RA,DEC,Black Hole Mass,Stellar Velocity Dispersion,Stellar Mass,SFR,Ref,Unnamed: 9,#VALUE!,Unnamed: 11,Unnamed: 12
626,G840,J124423.06-022858.0,191.09608,-2.4827652,7.643828572,125.174964418261,10.04360012,-0.855587613,,,-0.085187343,,
627,G841,J150354.99+020954.1,225.97914,2.1650355,7.444237831,176.565541614734,10.6526401,0.996071767,,,0.093504686,,
628,G842,J131044.32+245650.6,197.68468,24.947386,7.61566549,123.890581193057,10.24195055,1.091161092,,,0.106538407,,
629,G843,J113006.41+592940.0,172.5267,59.494457,7.580073886,160.112774803675,10.80164845,1.279441454,,,0.118448722,,
630,G844,J160008.13+162405.5,240.03389,16.40154,7.687312116,156.354870332805,10.61158668,0.600412054,,,0.056580799,,
631,G845,J092659.63+040210.0,141.74844,4.0361,7.511282427,148.262554622674,10.42092472,1.430161656,,,0.137239419,,
632,G846,J110931.68+332003.0,167.38197,33.33417,7.639690251,177.672544626717,10.53814025,1.160635016,,,0.110136607,,
633,G847,J113808.02+674712.5,174.53343,67.786804,6.938185015,101.978607284981,10.19430628,0.647256496,,,0.063491961,,
634,G848,J124451.48+002320.5,191.2145,0.38903192,7.308356925,135.972668243539,10.1779865,0.173458588,,,0.017042525,,
635,G850,J085559.83+460434.9,133.99931,46.076355,7.441844236,141.830341401925,10.2925909,0.003216089,,,0.000312466,,
636,G851,J114114.64+055952.8,175.31099,5.998013,7.664927547,160.801274086297,10.55064307,0.462308262,,,0.043818017,,
637,G852,J164507.12+343034.5,251.27968,34.50959,7.695259737,95.7114695653278,10.77713345,1.219503193,,,0.113156546,,
638,G853,J082000.66+071730.5,125.00275,7.291806,7.395342302,133.930005595771,10.63240437,0.927890765,,,0.087270079,,
639,G854,J114526.91+333044.5,176.36214,33.512352,7.44859019,106.182140072857,10.43420137,0.574287201,,,0.055038922,,
640,G855,J082347.46+150756.2,125.94776,15.132276,7.647675801,169.759977393323,10.72519667,0.096974883,,,0.009041781,,
641,G856,J173207.19+542640.5,263.02994,54.44458,7.237077222,162.946191530801,10.64992544,0.632910678,,,0.059428649,,
642,G857,J083552.35+295716.0,128.96814,29.954445,7.629715832,144.02410108909,10.14407754,1.209469444,,,0.119229121,,
643,G859,J074201.23+432532.0,115.50514,43.425552,7.250075028,110.519837056783,10.64147823,0.90848064,,,0.085371658,,
644,G860,J155958.02+261102.7,239.99174,26.184078,7.665495497,191.050439543062,10.56889303,1.530343577,,,0.14479696,,
645,G861,J084928.56+051603.2,132.36902,5.2675586,7.622359037,91.8784301164632,10.15915609,1.052519269,,,0.103603022,,
646,G862,J082923.00+231932.7,127.34585,23.32575,7.696502956,133.822368261247,10.66634118,0.453433032,,,0.042510644,,
647,G863,J143058.03+154555.6,217.7418,15.765454,7.425690585,158.057319573892,10.71822829,1.520488662,,,0.141860074,,
648,G865,J170013.70+400855.7,255.05708,40.148796,7.60033833,183.989895240874,10.75719889,1.056054272,,,0.098171865,,
649,G866,J112752.15+384553.6,171.96732,38.764896,7.571986988,104.292640261394,10.5646548,-0.082078475,,,-0.007769158,,
650,G867,J081452.61+370130.8,123.71921,37.025227,7.246056265,127.472743524829,10.00556381,-2.122454221,,,-0.212127398,,
651,G868,J164455.48+420158.2,251.23116,42.03282,7.206928166,152.357542058977,10.26852848,0.794378278,,,0.077360479,,
652,G869,J150420.91+015159.4,226.08711,1.8665079,7.354179071,123.221745805183,10.48204836,1.131211386,,,0.107918925,,
653,G871,J120036.20+625845.1,180.15082,62.979187,7.254850865,91.12968327548899,10.38485653,0.294748825,,,0.028382561,,
654,G872,J134607.71+332210.8,206.53214,33.36968,7.592941631,140.543810269123,10.49490961,0.505042761,,,0.04812264,,
655,G873,J141032.87-024921.2,212.63693,-2.8225427,7.541447326,111.869624018426,10.7159362,-0.302662574,,,-0.028244156,,
656,G875,J110503.60+074531.0,166.26501,7.758622,7.709191306,117.773451931702,10.1166638,-2.019900241,,,-0.199660707,,
657,G876,J120105.07+433010.3,180.2711,43.502872,6.966952625,115.201810875654,9.957164647,-0.720833447,,,-0.072393445,,
658,G877,J124129.42+372202.0,190.37257,37.367218,7.557769856,130.235918824294,10.58517754,0.25170569,,,0.023779071,,
659,G878,J085508.10+060953.8,133.78377,6.164956,7.594749495,118.572255657384,10.2411148,-1.460346015,,,-0.142596392,,
660,G879,J095437.22+063719.5,148.65512,6.6221,7.670599589,171.975503748884,10.65092756,0.283633454,,,0.02662993,,
661,G880,J130329.60+162528.2,195.87332,16.42451,7.632258058,133.85970282624,10.95464395,0.248751727,,,0.022707422,,
662,G881,J111915.33+474321.1,169.81389,47.722538,7.308790209,156.685577959456,10.70231819,1.053179867,,,0.098406705,,
663,G882,J132135.33-001305.8,200.39722,-0.21826851,7.408278412,105.174819069463,9.908974732,0.90184588,,,0.091013037,,
664,G883,J154236.13+073033.5,235.65053,7.5093174,7.640223259,163.558588526685,10.64620472,0.779323737,,,0.073202024,,
665,G884,J150525.52+523513.2,226.35632,52.587,7.618418011,154.899162401612,10.70444663,1.213027353,,,0.11331995,,
666,G885,J140242.87+231740.9,210.67862,23.294687,7.686671851,154.218222787723,10.64594376,0.778272008,,,0.073105027,,
667,G886,J160321.72+270202.1,240.84048,27.033913,7.10867981,106.579430415265,10.15638438,0.530333199,,,0.052216732,,
668,G887,J114105.71+024117.0,175.2738,2.6880648,7.613786785,199.045251770922,10.05266591,1.434214773,,,0.142670092,,
669,G888,J125953.98+060050.3,194.9749,6.0139832,7.621884701,173.20495056855,10.2436836,0.748932848,,,0.073111673,,
670,G889,J121431.91+301753.6,183.63297,30.298218,7.63733558,93.9020657799294,10.10227071,0.832425233,,,0.082399815,,
671,G890,J092014.85+073004.8,140.06187,7.501323,7.286477329,156.740026314196,10.54803509,0.532507776,,,0.050484073,,
672,G891,J163413.74+445947.8,248.55725,44.9966,7.08957368,106.936415402612,9.751983869,0.189387134,,,0.01942037,,
673,G892,J150902.53+211416.6,227.26054,21.237942,7.404199127,234.814048277914,11.01051082,0.440916889,,,0.040045089,,
674,G893,J122926.43+132020.5,187.36012,13.339033,7.383298256,103.491985228591,10.47197971,1.450226137,,,0.138486339,,
675,G894,J134321.43+043805.3,205.8393,4.634818,7.621179854,135.394818796009,10.65341387,0.784436662,,,0.073632422,,
676,G895,J121426.58+081259.9,183.61076,8.21663,7.347177913,132.537826380934,10.51166339,1.044143851,,,0.099331934,,
677,G896,J102350.63+411021.4,155.96095,41.172604,7.3843654,114.989305941347,10.40503444,1.321847275,,,0.127039202,,
678,G897,J104156.30+281212.6,160.48457,28.203503,7.528550701,190.799358792397,10.89407584,1.538452595,,,0.141219193,,
679,G898,J120622.63+603233.7,181.59428,60.54269,7.471916315,150.035892604452,10.51869851,1.120308404,,,0.106506371,,
680,G899,J152545.50+564909.1,231.43958,56.819183,7.534008638,171.323545932592,10.35282165,0.275744083,,,0.026634679,,
681,G900,J095650.42+330029.5,149.21008,33.008183,7.578935073,145.642462247873,10.4179622,1.054869476,,,0.101254877,,
682,G901,J101628.43+375912.4,154.11845,37.986786,7.344910398,78.8979723680019,10.05324451,1.114998475,,,0.110909316,,
683,G902,J122811.42+095126.8,187.0476,9.857432,7.495101453,123.267338312266,10.5157289,0.02540574,,,0.002415975,,
684,G904,J141700.82+445606.4,214.2534,44.9351,7.559127012,119.406753819563,10.6422135,1.221526421,,,0.114781236,,
685,G906,J104109.44+344301.0,160.28934,34.716953,7.641484025,121.054031426323,10.71897258,1.192176448,,,0.111221149,,
686,G907,J114411.75+102202.6,176.04893,10.367382,7.504744151,120.971200134973,9.732512865,1.30446182,,,0.134031348,,
687,G908,J122141.17+130029.3,185.42155,13.00813,7.158136821,126.002958026015,10.02692382,-2.066428586,,,-0.206087991,,
688,G909,J101738.72+420103.4,154.41135,42.017612,7.344487577,150.916421537524,10.10671948,0.48886959,,,0.048370749,,
689,G910,J150935.12+480458.1,227.39635,48.08282,7.610356466,122.488732567153,10.21366719,0.574042485,,,0.056203367,,
690,G911,J153019.71+515514.8,232.5821,51.920765,7.197306621,118.016923732732,10.2447986,0.329346286,,,0.032147658,,
691,G913,J110531.18+144616.2,166.3799,14.77118,7.733720615,250.15878125161,11.06330674,0.078885017,,,0.007130329,,
692,G914,J105828.77+525929.1,164.61989,52.991425,7.650774097,132.971393241637,10.43281265,0.088514077,,,0.008484201,,
693,G915,J113849.61+574243.5,174.70673,57.712074,7.649948447,144.948665339457,10.68028122,0.898733011,,,0.084148815,,
694,G917,J164903.65+190307.1,252.26521,19.051985,7.517920039,191.662714837702,10.50643473,0.661090012,,,0.062922393,,
695,G918,J083049.65+304829.4,127.70689,30.808153,7.637566451,173.971763017741,10.95566838,-2.531532072,,,-0.231070528,,
696,G919,J154316.43+540526.1,235.81844,54.090572,7.426247334,60.491860520241296,10.56497269,1.491747889,,,0.141197515,,
697,G920,J113800.25+482623.3,174.50104,48.4398,7.327798455,119.421433350214,10.62646273,0.276205176,,,0.025992203,,
698,G921,J121855.25+513232.5,184.73021,51.542347,7.460448849,170.5730318698,10.71108086,0.792178753,,,0.073958806,,
699,G922,J123436.86+405929.7,188.65358,40.991592,7.553188905,178.385231353333,10.75750232,0.898291565,,,0.08350373,,
700,G923,J170451.82+374905.4,256.2159,37.818165,7.363229844,83.48955068752791,10.74162424,0.852017685,,,0.07931926,,
701,G927,J092234.80+050839.7,140.64502,5.1443615,7.119218417,112.182417424581,10.5642056,1.032927316,,,0.097776147,,
702,G928,J112349.95+125203.7,170.95811,12.867684,7.667994669,189.870211868677,11.04095368,1.307827638,,,0.118452416,,
703,G929,J103431.76+013056.9,158.63232,1.515804,7.611337686,128.763279692707,9.975860608,1.003123725,,,0.100555106,,
704,G930,J102850.57+453457.0,157.21071,45.58249,7.029104348,166.241328254717,10.97104779,-0.116517201,,,-0.010620426,,
705,G931,J111227.53+031525.0,168.11469,3.256946,7.65428259,85.247115123861,10.6803437,1.040168045,,,0.097390877,,
706,G932,J132036.24+234151.8,200.151,23.69773,7.495080139,129.077924871324,10.47784352,0.273668835,,,0.026118813,,
707,G933,J160603.99+480701.8,241.51662,48.11716,7.546426697,190.189149114327,10.66592552,0.096623314,,,0.009059065,,
708,G936,J123118.84+082315.4,187.82852,8.387612,7.61212447,136.724606147759,10.68813415,1.196091678,,,0.111908371,,
709,G937,J123919.26+012619.6,189.83026,1.4387676,7.185933012,118.356271507224,10.20057429,0.25595891,,,0.025092598,,
710,G938,J114307.39+115535.5,175.7808,11.926525,7.624540381,124.379576757171,10.91791965,1.342866215,,,0.122996528,,
711,G940,J111308.64+194339.4,168.28603,19.727621,7.565089373,132.43705756257,10.40494055,1.001584131,,,0.096260438,,
712,G941,J153415.44-022858.8,233.56435,-2.482989,7.366820198,110.680760437978,10.46569495,0.891258137,,,0.085159957,,
713,G945,J165601.60+211241.1,254.00669,21.21143,7.640599589,154.354035936359,10.02191707,0.345752445,,,0.034499631,,
714,G946,J102837.18+630248.7,157.15492,63.046864,7.606908417,192.806834011038,10.22891173,0.994243494,,,0.097199342,,
715,G947,J144422.62+555008.3,221.09424,55.83563,7.514330391,162.094893089757,10.43355743,1.279843091,,,0.122666032,,
716,G948,J111853.03+282757.7,169.72095,28.46603,7.571781436,88.81162891262179,10.19070005,-1.939232144,,,-0.190294301,,
717,G950,J095227.79+014121.4,148.1158,1.6892799,7.595912904,141.008891289445,10.14484038,1.505686835,,,0.148418977,,
718,G951,J113626.37+143800.7,174.10986,14.633521,7.597683874,133.352843442967,10.47440472,1.156368004,,,0.110399401,,
719,G953,J130902.27+324616.2,197.25946,32.77118,7.648490669,96.7936730776236,10.58006604,1.412029363,,,0.1334613,,
720,G954,J082756.12+554241.9,126.98383,55.711647,7.591795474,160.963676735661,10.55351004,-0.034714886,,,-0.003289416,,
721,G955,J131405.47+004609.6,198.52281,0.769329,7.629680331,168.944922295921,10.80361575,1.634136547,,,0.1512583,,
722,G956,J110422.51+371138.9,166.09378,37.194145,7.56277633,161.980371285951,10.75396278,-0.167986452,,,-0.015620888,,
723,G957,J121236.40+015803.1,183.15166,1.9675212,7.660127476,229.351863099468,11.04201366,0.497816921,,,0.045083889,,
724,G958,J105204.84+211202.1,163.02017,21.200588,7.519342875,103.961439250303,10.42871931,-1.013913782,,,-0.097223231,,
725,G959,J163137.96+430624.5,247.90817,43.10681,7.40538676,179.185961128587,10.51922352,-0.875093464,,,-0.08318993,,
726,G960,J100954.59+623047.6,152.47746,62.513233,7.418125839,83.88285578334339,10.32203414,0.438342337,,,0.042466662,,
727,G961,J084716.44+315309.2,131.8185,31.885893,7.255564341,151.209357620782,10.23664298,0.599513303,,,0.058565421,,
728,G962,J112532.97+435354.2,171.38739,43.89838,7.651531678,117.957768625742,10.46352493,-0.540915358,,,-0.051695328,,
729,G963,J080641.66+200458.4,121.6736,20.082897,7.606449024,164.007410172331,10.91517695,-0.601361271,,,-0.055094047,,
730,G964,J122742.37+095728.5,186.92654,9.957926,7.417349947,50.790275639908096,9.910203801,-0.410198052,,,-0.041391485,,
731,G965,J130713.25-003601.6,196.80522,-0.6004575,7.626018906,139.658764785029,10.81691051,1.578952401,,,0.145970737,,
732,G966,J105008.83+092112.7,162.5368,9.353529,7.58554037,165.907314724357,10.67462745,0.198928969,,,0.018635683,,
733,G967,J102522.42+074430.5,156.34341,7.741792,7.228117365,95.5320698451606,10.62777733,0.468615722,,,0.044093483,,
734,G968,J165705.67+364950.7,254.27364,36.830757,7.653912664,127.744078384151,10.57411304,0.199519941,,,0.018868716,,
735,G970,J121151.67+105233.0,182.96532,10.875841,7.380449858,95.90256540582449,10.20809357,0.717888643,,,0.070325437,,
736,G971,J152515.18+601409.1,231.31326,60.23586,7.235658732,121.135559806255,10.49285531,0.69611183,,,0.066341507,,
737,G973,J120130.22+002429.3,180.37592,0.408131,6.903668752,135.160995153472,10.4401374,-0.047041171,,,-0.0045058,,
738,G974,J113341.08+503509.9,173.42116,50.58607,7.548045541,130.408867277203,10.71621,1.843432607,,,0.172022815,,
739,G976,J124409.12+220642.0,191.038,22.111662,7.490595083,116.109757886389,10.06658668,0.351669686,,,0.034934352,,
740,G979,J131750.32+601041.0,199.45969,60.17806,7.633423565,183.463253455213,10.76707242,1.02442563,,,0.095144306,,
741,G980,J144201.75+015703.9,220.5073,1.9510797,7.62783306,127.989570768959,10.38979008,1.209331144,,,0.11639611,,
742,G981,J095929.46+031101.5,149.87274,3.1837552,7.544302124,130.844052776306,10.74578772,1.040751795,,,0.096852071,,
743,G982,J143940.64+205315.3,219.91936,20.887583,7.46328927,153.588321275149,10.60364042,0.946679898,,,0.089278763,,
744,G983,J080511.23+345311.3,121.29679,34.88646,7.62918429,155.986516119904,10.68390745,0.337732399,,,0.031611318,,
745,G984,J134417.23+032633.2,206.0718,3.4425442,7.181849211,129.779686373593,10.41588937,0.782830944,,,0.075157379,,
746,G985,J122042.00+112405.2,185.17499,11.401445,7.540134311,76.80111992287661,10.49215145,1.049922988,,,0.100067464,,
747,G986,J111002.20+315210.6,167.50916,31.8696,7.681258872,176.880968991404,10.80282112,0.820409389,,,0.075943995,,
748,G987,J113938.85+572910.5,174.91188,57.486263,7.142143049,145.338662799197,10.81067117,0.784173965,,,0.072537029,,
749,G988,J132731.12+244641.0,201.8797,24.77806,7.620599589,138.318551974834,10.23823324,-0.050640685,,,-0.004946233,,
750,G989,J134448.63+304420.5,206.20264,30.739017,7.605013744,152.39094102961,10.52840479,0.097081026,,,0.009220868,,
751,G990,J085431.23+385540.5,133.63011,38.927917,7.580020747,114.688970773768,10.73446232,1.378078078,,,0.128378864,,
752,G992,J091034.30+031328.5,137.64291,3.2245786,7.34461722,144.972822237167,10.80783754,0.675929813,,,0.062540708,,
753,G993,J140101.62+405431.8,210.25677,40.90882,7.648461986,339.587662995602,10.21545213,2.060582157,,,0.201712282,,
754,G994,J081509.91+084025.9,123.7913,8.673868,7.436651975,88.0786748163255,10.86274517,1.300756426,,,0.119744724,,
755,G995,J143315.12-012119.6,218.31299,-1.3554533,7.46955835,181.567882649686,10.4985341,1.3513677,,,0.128719656,,
756,G996,J172601.68+605849.8,261.507,60.980507,7.551749395,101.879274117868,10.68919993,1.073531976,,,0.100431462,,
757,G997,J121552.84+150655.0,183.97018,15.115272,7.482912559,145.482964702861,10.12851829,0.87939431,,,0.086823589,,
758,G998,J150753.18+332556.6,226.97157,33.4324,7.174498401,138.223662544237,10.39659977,0.990652961,,,0.095286246,,
759,G999,J145911.58+455731.4,224.79823,45.958717,7.295295979,73.5179225052214,10.2860607,0.309070782,,,0.030047536,,
760,G1000,J105904.88+581920.0,164.77032,58.322235,7.027101506,109.141067416332,10.24254813,0.593136364,,,0.057909063,,
761,G1001,J124622.82+320444.2,191.5951,32.078945,7.60779141,217.334637305521,10.88555971,0.115529021,,,0.010613053,,
762,G1002,J134825.74+445053.8,207.10727,44.848274,7.348750178,116.702013597151,10.52016858,0.063102916,,,0.00599828,,
763,G1004,J154612.86+393736.2,236.5536,39.626713,7.507487648,152.482585557879,10.48331409,0.211123457,,,0.020138999,,
764,G1005,J075017.49+270304.1,117.57289,27.051146,7.528504983,153.597642536723,10.76747514,1.125751712,,,0.104551132,,
765,G1007,J115038.19-005326.6,177.6591,-0.8907235,7.270644733,92.23346552398209,9.945030436,-1.841433071,,,-0.18516113,,
766,G1008,J131904.78-021837.9,199.76991,-2.310514,7.181587906,85.8004364383673,10.46115456,-0.296360956,,,-0.02832966,,
767,G1009,J150034.61+395311.6,225.14423,39.88655,7.622450448,96.8741366594637,10.77168111,0.533708846,,,0.049547405,,
768,G1010,J130250.52+111827.9,195.7105,11.307756,7.452789776,375.859755592196,10.13844398,2.260379358,,,0.222951309,,
769,G1011,J142424.04+023621.8,216.10017,2.6060474,7.163277876,111.684296875188,10.48666341,-0.042730904,,,-0.004074786,,
770,G1012,J090445.44+470601.5,136.18935,47.100426,7.458457159,135.563015503796,10.69876506,1.6821165,,,0.157225296,,
771,G1013,J132435.47+475800.9,201.14778,47.966904,7.580596613,184.52514291418,10.75425943,1.035800933,,,0.096315413,,
772,G1014,J134245.94+092648.9,205.69144,9.446909,7.382318701,125.335473876222,10.50823271,1.359199976,,,0.129346201,,
773,G1016,J131428.09+054307.3,198.61705,5.718692,7.466937911,158.199655260555,10.6466816,0.426282771,,,0.040039027,,
774,G1017,J075126.21+360949.3,117.8592,36.163704,7.504424844,106.83827389953,10.362498,1.462006089,,,0.14108626,,
775,G1018,J101640.48+083536.8,154.16867,8.59355,7.427201354,73.0506259751476,10.61564148,1.145540858,,,0.107910658,,
776,G1019,J134415.96+475433.9,206.06648,47.909416,7.562290193,99.8713746861928,10.92856108,0.594364099,,,0.054386309,,
777,G1020,J111850.95+172228.2,169.7123,17.3745,7.402654677,145.699410756226,11.02609615,1.123071579,,,0.101855776,,
778,G1021,J085441.74+305754.8,133.6739,30.96521,7.520129064,181.963107328787,10.60765884,1.190656054,,,0.112244942,,
779,G1024,J103432.52+444912.6,158.63551,44.82018,7.551537936,101.486895284859,10.60463928,0.416585708,,,0.039283345,,
780,G1025,J095412.38+395128.5,148.55157,39.857906,7.516639454,140.50806187399,10.49113756,0.177103104,,,0.016881211,,
781,G1026,J084503.63+135319.6,131.26512,13.88877,7.363059155,109.880677060735,10.48534358,0.411129642,,,0.039209935,,
782,G1027,J084100.96+255007.8,130.25401,25.835487,7.238893125,129.553994388427,10.24952097,0.648296209,,,0.063251367,,
783,G1031,J133655.15+260706.3,204.2298,26.118416,7.388731954,184.620789430672,10.76200352,1.422863243,,,0.132211743,,
784,G1032,J095824.97+103402.5,149.60406,10.567354,6.981755155,94.1771203299932,9.776701829,-0.521097427,,,-0.05329992,,
785,G1033,J141841.83+040413.1,214.67429,4.070298,7.511904587,161.1462235075,10.39273679,0.307389852,,,0.029577373,,
786,G1034,J112714.10+442103.2,171.80873,44.350887,7.512058936,139.605379858913,10.64858444,1.067197469,,,0.100219656,,
787,G1035,J144945.70+422243.2,222.4404,42.378666,7.505240913,132.736394466894,10.67223983,1.728974585,,,0.162006721,,
788,G1036,J122933.08+370556.5,187.38785,37.099026,7.694364335,175.599365743681,10.47159983,1.491170953,,,0.142401446,,
789,G1037,J135830.78+200551.3,209.62823,20.097578,7.512888987,159.080549975187,10.40550011,-0.116823732,,,-0.011227114,,
790,G1038,J135341.76+542239.9,208.42403,54.377743,7.175634261,126.336847559332,10.37338498,-0.072058177,,,-0.006946448,,
791,G1039,J083920.67+111026.8,129.83614,11.174111,7.386515109,142.268961392224,10.52939656,0.240318742,,,0.022823601,,
792,G1040,J083237.84+114809.1,128.15768,11.802528,7.377943274,150.411162590524,10.32391603,0.829830595,,,0.080379441,,
793,G1041,J111746.39+604753.8,169.44331,60.798264,7.234362312,96.7055782852368,10.55552844,0.459949117,,,0.043574239,,
794,G1043,J150124.22+302633.0,225.3509,30.442493,7.433393632,112.210324999632,10.40786874,0.618344527,,,0.059411253,,
795,G1045,J102448.71+113247.8,156.20294,11.546624,7.354315319,145.567634975273,10.34581687,0.240519988,,,0.023248042,,
796,G1046,J154925.10+501219.5,237.35458,50.205418,7.262645188,108.173603050871,10.16604674,0.887253677,,,0.087276175,,
797,G1047,J145715.55+280112.5,224.31479,28.020151,7.339192122,79.98456910967289,9.915538378,-0.829499928,,,-0.08365657,,
798,G1048,J101150.31+062743.4,152.95963,6.4620533,7.250473329,181.572705230797,10.66298585,-0.198206446,,,-0.018588269,,
799,G1049,J075903.47+184325.3,119.76444,18.723688,7.542242965,167.329218614893,10.26589087,0.517282257,,,0.050388443,,
800,G1051,J090911.61+540952.6,137.29839,54.164604,7.20824928,120.666569430592,10.48711302,0.751861578,,,0.071693857,,
801,G1053,J154257.97+405242.5,235.74156,40.87847,6.545922891,125.084542960722,10.63483532,0.877770049,,,0.082537249,,
802,G1055,J074001.86+234013.8,115.00776,23.6705,6.974240747,119.69296162317,10.03196205,-0.367313672,,,-0.03661434,,
803,G1056,J162556.27+411710.2,246.48445,41.286167,7.230633486,142.008144963277,10.90529449,1.441830233,,,0.132213782,,
804,G1057,J154452.77+040236.6,236.2199,4.0435004,7.497994929,152.993670452086,10.46828343,0.100366252,,,0.009587651,,
805,G1058,J093628.90+475451.4,144.1204,47.914284,7.496015396,125.891532654613,10.28339195,0.308398436,,,0.029989953,,
806,G1059,J103858.44+401058.4,159.7435,40.18289,7.113104828,130.865025690366,10.51788713,0.934385808,,,0.088837786,,
807,G1060,J135654.49+474830.3,209.22707,47.80843,7.519211558,161.096464881134,10.22900965,0.273669451,,,0.026754247,,
808,G1061,J135733.70+115141.8,209.39043,11.861599,7.225158813,132.007167432211,9.798077169,0.127354661,,,0.012997924,,
809,G1063,J143731.71+155547.7,219.38213,15.929912,7.523556394,110.432175990934,10.09613508,0.520187779,,,0.051523457,,
810,G1064,J114105.82+135524.8,175.27426,13.923544,7.256012939,285.735128516209,10.83215451,1.813242811,,,0.167394474,,
811,G1065,J164639.94+401306.8,251.66641,40.218544,7.45098996,118.060422921925,10.24415114,0.555588234,,,0.054234678,,
812,G1066,J145959.29+401803.9,224.99706,40.30107,7.442873378,188.293869984723,10.57970926,1.051320863,,,0.099371432,,
813,G1067,J124913.75+151510.5,192.30731,15.252903,7.06620427,184.473274277454,10.60665457,0.390401398,,,0.036807213,,
814,G1069,J145901.36+611353.6,224.75565,61.231552,7.577908249,138.880896531366,10.41655108,-0.521468975,,,-0.050061577,,
815,G1070,J120415.96+560258.0,181.0665,56.049458,7.533776903,118.242834065907,10.22585598,0.569356966,,,0.055678172,,
816,G1071,J114549.49+290642.1,176.45622,29.111687,7.363063232,205.288044272723,10.31746067,1.753432142,,,0.169948033,,
817,G1072,J140257.88+154059.2,210.74118,15.683098,7.469267044,107.839761329108,10.62100693,1.061098253,,,0.099905617,,
818,G1076,J110924.78+253302.1,167.35326,25.55058,7.486196723,152.763264655378,10.52312422,0.935579282,,,0.088906988,,
819,G1077,J151257.87+351626.4,228.24112,35.27401,7.476442056,93.3383917527781,9.600597408,0.195453169,,,0.020358438,,
820,G1078,J103242.67+080046.4,158.17778,8.01288,7.169641105,127.869743744348,9.983981587,0.992235336,,,0.099382729,,
821,G1079,J111614.66+061736.1,169.0611,6.2933517,7.176890245,131.838397211762,10.53519531,-0.495839142,,,-0.047065017,,
822,G1081,J141153.96+623840.8,212.97485,62.644672,7.460313945,139.345574240733,10.30281025,1.281008859,,,0.124335868,,
823,G1082,J131353.87+303304.7,198.47446,30.551298,7.50593021,187.261127191556,10.5134456,-0.07432,,,-0.007069043,,
824,G1083,J153333.16+321813.5,233.38815,32.30374,7.01647424,96.1483558966453,10.49679073,0.627618396,,,0.059791455,,
825,G1084,J114746.48+404758.9,176.94366,40.79971,7.58011018,109.939909646973,10.77451615,0.863408878,,,0.080134353,,
826,G1085,J141503.14-011925.2,213.7631,-1.3236665,7.209550441,86.0672410102801,10.51614152,1.087949266,,,0.103455176,,
827,G1086,J152205.07+012626.6,230.52113,1.4407265,7.30000683,140.416108371209,10.52694409,1.040978716,,,0.098887076,,
828,G1087,J161144.83+005126.0,242.93678,0.8572162,7.471982439,166.758745682713,10.58807182,1.077897094,,,0.101802964,,
829,G1089,J073615.53+281612.3,114.0647,28.27008,7.559631171,171.583778436855,10.11717709,-0.278697687,,,-0.027546981,,
830,G1090,J142058.41+481920.9,215.24336,48.322464,7.284534904,139.675707407745,10.25649772,0.454722733,,,0.044335088,,
831,G1091,J112614.62+152319.9,171.5609,15.388868,7.600877805,127.094252938377,10.31567158,-0.068227571,,,-0.006613973,,
832,G1092,J074630.61+440433.5,116.62753,44.075977,7.448626581,63.3029949296639,10.55490486,1.465880972,,,0.138881495,,
833,G1093,J150756.89+032037.3,226.98705,3.3436913,7.498736121,88.4581591177724,10.57126017,0.633456775,,,0.059922541,,
834,G1096,J092808.69+552712.7,142.0362,55.453514,7.421157059,86.8888390777841,10.21851698,0.994763093,,,0.097349067,,
835,G1097,J120215.27+255247.0,180.56361,25.87971,7.542618219,161.642835432848,10.01417098,0.429041242,,,0.042843411,,
836,G1098,J125039.08+141241.0,192.66286,14.211391,7.089308076,175.089144558868,10.67554617,0.60598103,,,0.056763469,,
837,G1099,J163306.83+415740.2,248.27844,41.961163,7.44221,172.138845168264,10.53683778,1.449742956,,,0.137588049,,
838,G1100,J122602.46+004640.1,186.51025,0.7778125,7.328166844,106.680536872407,10.0321667,0.75245736,,,0.075004471,,
839,G1101,J101605.81+200114.3,154.02422,20.020628,7.435091615,97.0727419895226,10.80876743,1.006906542,,,0.093156463,,
840,G1102,J135422.81-010054.9,208.59505,-1.0152544,7.431731912,92.1614004164032,10.26480295,-0.006372904,,,-0.00062085,,
841,G1103,J131850.35+170745.9,199.70981,17.129416,7.477193081,132.073622641174,10.92670269,0.983934423,,,0.090048613,,
842,G1104,J080403.41+404809.3,121.0142,40.802593,6.979095547,205.248168784689,11.44911674,-0.983415112,,,-0.085894409,,
843,G1105,J132954.19+145700.0,202.4758,14.950006,7.518178989,89.0291224138304,10.21254821,-1.789897213,,,-0.175264506,,
844,G1106,J091508.56+530310.1,138.78566,53.05282,7.400081684,94.8492862680308,10.23559261,2.036001515,,,0.198913887,,
845,G1107,J150051.11+024547.3,225.21297,2.7631297,7.171490187,93.9113196226074,10.23639348,0.369365591,,,0.036083567,,
846,G1108,J161950.27+261329.6,244.95946,26.22488,7.477971674,134.407824666699,10.59727917,0.843008158,,,0.07954949,,
847,G1110,J111852.54+083928.3,169.71893,8.657851,7.519366596,181.789795894391,10.32230803,-0.789255653,,,-0.076461161,,
848,G1112,J150838.33+211434.3,227.15971,21.242855,7.434189629,117.777654143231,10.2894737,0.596756081,,,0.057996755,,
849,G1113,J120524.91+114538.1,181.35378,11.760583,7.253393266,76.5893995905878,10.06209799,0.595943779,,,0.059226593,,
