,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
95110,975204786,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS221958114,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,"BR-RS-Tavares - -31.2282x-50.9562 - Dec 10, 2013, 12:11 PM",Rio Grande do Sul,PRESENT,9.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-31.2586,-50.9793,,,,,,,2013-12-14T00:00:00,14,12,2013,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS221958114,,,,CC0_1_0,,obsr252322,,,2021-03-09T13:00:03.371Z,,
95120,2799589458,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS845972705,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,La Corvina,Buenos Aires,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.4703,-57.1314,,,,,,,2019-12-28T00:00:00,28,12,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS845972705,,,,CC0_1_0,,obsr810997,,,2021-03-09T13:03:28.337Z,,
95126,1201691723,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS288455693,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,RN de Paracas--Playa Zequion,Ica,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-13.84,-76.3085,,,,,,,2014-12-27T00:00:00,27,12,2014,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS288455693,,,,CC0_1_0,,obsr287371,,,2021-03-09T12:51:18.379Z,,
95131,2674193874,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS716937175,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Reserva Natural Playa Penino,San José,PRESENT,20.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.7658,-56.416,,,,,,,2019-02-26T00:00:00,26,2,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS716937175,,,,CC0_1_0,,obsr131205,,,2021-03-09T13:03:33.839Z,,
95165,1787647624,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS486368545,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,Humedal El Paraiso,Lima,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-11.2093,-77.5849,,,,,,,2007-09-23T00:00:00,23,9,2007,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS486368545,,,,CC0_1_0,,obsr403934,,,2021-03-09T13:00:33.887Z,,
95217,2798207721,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS833388171,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Caminho para Trincheira,São Paulo,PRESENT,6.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-25.0383,-47.886,,,,,,,2019-11-29T00:00:00,29,11,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS833388171,,,,CC0_1_0,,obsr263983,,,2021-03-09T12:56:02.245Z,,
95246,1770743031,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS440053745,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Reserva Natural Playa Penino,San José,PRESENT,5.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.7658,-56.416,,,,,,,2016-10-22T00:00:00,22,10,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS440053745,,,,CC0_1_0,,obsr815293,,,2021-03-09T13:02:38.896Z,,
95247,1411144903,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS407380079,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Balneário Rincão--Praia do Rincão,Santa Catarina,PRESENT,6.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-28.8652,-49.2684,,,,,,,2013-11-02T00:00:00,2,11,2013,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS407380079,,,,CC0_1_0,,obsr756924,,,2021-03-09T13:00:03.393Z,,
95269,182724378,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS57964633,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Bañados del Indio,Rocha,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-33.9063,-53.7147,,,,,,,2008-09-30T00:00:00,30,9,2008,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS57964633,,,,CC0_1_0,,obsr54836,,,2021-03-09T12:55:51.213Z,,
95304,596783498,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CL:OBS100436805,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,Puerto Saavedra,Araucanía,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-38.7925,-73.3959,,,,,,,2010-10-25T00:00:00,25,10,2010,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CL,OBS100436805,,,,CC0_1_0,,obsr192196,,,2021-03-09T12:51:36.170Z,,
95309,2138453431,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS591801060,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Reserva Natural Punta Rasa (AICA BA07),Buenos Aires,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.2941,-56.7756,,,,,,,2005-12-04T00:00:00,4,12,2005,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS591801060,,,,CC0_1_0,,obsr496887,,,2021-03-09T13:01:56.071Z,,
95312,2038679532,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS457554721,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Barra de Valizas--Área general,Rocha,PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.3364,-53.794,,,,,,,2017-01-15T00:00:00,15,1,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS457554721,,,,CC0_1_0,,obsr521964,,,2021-03-09T13:02:40.875Z,,
95358,2225076187,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CL:OBS673559365,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,Río Lluta--Desembocadura,Arica y Parinacota,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-18.4165,-70.3224,,,,,,,2018-11-04T00:00:00,4,11,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CL,OBS673559365,,,,CC0_1_0,,obsr795259,,,2021-03-09T12:55:59.291Z,,
95393,2131051270,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS578854718,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Ceibas Area,Entre Ríos,PRESENT,5.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-33.4981,-58.7863,,,,,,,2018-02-16T00:00:00,16,2,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS578854718,,,,CC0_1_0,,obsr428700,,,2021-03-09T12:54:09.692Z,,
95409,1788885226,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS500052711,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Reserva Natural Playa Penino,San José,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.7658,-56.416,,,,,,,2010-02-04T00:00:00,4,2,2010,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS500052711,,,,CC0_1_0,,obsr428578,,,2021-03-09T12:52:37.143Z,,
95416,2740630464,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS704769543,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,"Rio Grande do Sul, BR (-31,317, -51,044)",Rio Grande do Sul,PRESENT,5.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-31.3168,-51.0441,,,,,,,2019-01-25T00:00:00,25,1,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS704769543,,,,CC0_1_0,,obsr206598,,,2021-03-09T12:54:42.604Z,,
95424,1384144824,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS338780150,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Reserva Natural Punta Rasa (AICA BA07),Buenos Aires,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.2941,-56.7756,,,,,,,1986-10-24T00:00:00,24,10,1986,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS338780150,,,,CC0_1_0,,obsr429380,,,2021-03-09T12:52:16.809Z,,
95458,2219466884,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS667150392,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Riacho Azul,Buenos Aires,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-39.8508,-62.2779,,,,,,,2018-10-14T00:00:00,14,10,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS667150392,,,,CC0_1_0,,obsr1135403,,,2021-03-09T13:03:19.997Z,,
95468,2098097724,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS557037652,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Banhado do Maçarico,Rio Grande do Sul,PRESENT,13.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-32.3164,-52.4621,,,,,,,2017-12-14T00:00:00,14,12,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS557037652,,,,CC0_1_0,,obsr726537,,,2021-03-09T12:53:05.404Z,,
95486,1707348876,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS259975379,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,Humedales de Eten (Valqui E5.2),Lambayeque,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-6.91331,-79.8812,,,,,,,2014-05-14T00:00:00,14,5,2014,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS259975379,,,,CC0_1_0,,obsr37316,,,2021-03-09T12:50:54.030Z,,
95490,1789186193,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS505064993,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Maipú,Buenos Aires,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.8599,-57.8812,,,,,,,2014-01-25T00:00:00,25,1,2014,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS505064993,,,,CC0_1_0,,obsr348161,,,2021-03-09T12:52:43.349Z,,
95531,2030093043,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS456858642,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Claromecó--2° Salto,Buenos Aires,PRESENT,50.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-38.8533,-60.0052,,,,,,,2017-01-13T00:00:00,13,1,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS456858642,,,,CC0_1_0,,obsr429311,,,2021-03-09T13:01:49.532Z,,
95547,1411075980,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS406414744,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Mar Chiquita (AICA CO07)--Lomo de los Indios,Córdoba,PRESENT,7.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-30.9458,-62.7124,,,,,,,2015-02-01T00:00:00,1,2,2015,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS406414744,,,,CC0_1_0,,obsr765601,,,2021-03-09T12:59:17.513Z,,
95549,1186300962,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS270405356,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,San Javier (AICA SF07),Santa Fe,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-30.5765,-59.9342,,,,,,,2005-09-26T00:00:00,26,9,2005,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS270405356,,,,CC0_1_0,,obsr229078,,,2021-03-09T12:51:10.946Z,,
95552,977710701,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS227224304,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Perdices (AICA ER02),Entre Ríos,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-33.2978,-58.7111,,,,,,,1999-11-14T00:00:00,14,11,1999,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS227224304,,,,CC0_1_0,,obsr217001,,,2021-03-09T12:57:21.679Z,,
95569,2741030532,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS752044496,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Praia de Mostardas,Rio Grande do Sul,PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-30.5769,-50.3854,,,,,,,2019-05-04T00:00:00,4,5,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS752044496,,,,CC0_1_0,,obsr761006,,,2021-03-09T13:05:50.102Z,,
95572,2227393207,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS676920161,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Palmares do Sul--Rodovia do Mercosul,Rio Grande do Sul,PRESENT,6.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-30.3787,-50.4956,,,,,,,2018-11-14T00:00:00,14,11,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS676920161,,,,CC0_1_0,,obsr640234,,,2021-03-09T13:04:05.969Z,,
95594,1782883720,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS456024543,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PY,Asunción--Bahía de Asunción,Asunción,PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-25.2667,-57.6167,,,,,,,2010-10-10T00:00:00,10,10,2010,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS456024543,,,,CC0_1_0,,obsr520076,,,2021-03-09T12:52:20.418Z,,
95615,2134492006,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_PE:OBS587270131,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Costera y Playa,Lima,PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-12.2243,-76.9879,,,,,,,2018-03-12T00:00:00,12,3,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_PE,OBS587270131,,,,CC0_1_0,,obsr287680,,,2021-03-09T13:01:37.956Z,,
95636,1181801719,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS265487741,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AU,Boat Harbour (Kurnell),New South Wales,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.0411,151.199,,,,,,,2009-04-03T00:00:00,3,4,2009,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS265487741,,,,CC0_1_0,,obsr529134,,,2021-03-09T12:51:07.678Z,,
95649,2203466215,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS659295352,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,Rio Manu downstream of Cocha Salvador,Madre de Dios,PRESENT,5.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-12.1068,-71.0972,,,,,,,2018-08-17T00:00:00,17,8,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS659295352,,,,CC0_1_0,,obsr162003,,,2021-03-09T12:54:24.756Z,,
95652,2212655498,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS672607602,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,"(-36.4797,-56.9845)",Buenos Aires,PRESENT,20.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.4797,-56.9845,,,,,,,2018-11-02T00:00:00,2,11,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS672607602,,,,CC0_1_0,,obsr538149,,,2021-03-09T12:55:20.889Z,,
95658,1190631339,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS275406940,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PY,Asunción--Bahía de Asunción,Asunción,PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-25.2667,-57.6167,,,,,,,2000-11-27T00:00:00,27,11,2000,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS275406940,,,,CC0_1_0,,obsr520076,,,2021-03-09T12:50:58.594Z,,
95699,1405058118,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS363795270,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Mostardas -- Porto do Barquinho,Rio Grande do Sul,PRESENT,20.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-31.0481,-50.9908,,,,,,,2015-12-12T00:00:00,12,12,2015,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS363795270,,,,CC0_1_0,,obsr634999,,,2021-03-09T13:01:52.281Z,,
95722,2092510897,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS549244309,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Ea. Medaland (AICA BA22 -Acceso restringido),Buenos Aires,PRESENT,1359.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-37.4313,-57.1921,,,,,,,2017-11-04T00:00:00,4,11,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS549244309,,,,CC0_1_0,,obsr503712,,,2021-03-09T12:52:53.132Z,,
95757,2667616202,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS717250344,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,Rio Salado - Espinar,Cuzco [Cusco],PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-14.8312,-71.3076,,,,,,,2019-03-02T00:00:00,2,3,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS717250344,,,,CC0_1_0,,obsr690576,,,2021-03-09T12:54:29.259Z,,
95762,1406831028,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_BRA:OBS371988704,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Praia de Sepetiba,Rio de Janeiro,PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-22.977,-43.7045,,,,,,,2015-10-24T00:00:00,24,10,2015,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_BRA,OBS371988704,,,,CC0_1_0,,obsr623830,,,2021-03-09T12:51:30.986Z,,
95770,1361720726,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CL:OBS312185269,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,Río Quilimarí--Desembocadura,Coquimbo,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-32.1186,-71.512,,,,,,,2015-02-21T00:00:00,21,2,2015,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CL,OBS312185269,,,,CC0_1_0,,obsr527618,,,2021-03-09T12:51:23.445Z,,
95790,1399666989,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS356149932,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Ea La Isolina,Buenos Aires,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.868,-60.1581,,,,,,,1993-11-05T00:00:00,5,11,1993,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS356149932,,,,CC0_1_0,,obsr662579,,,2021-03-09T13:00:42.258Z,,
95807,1778973312,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS449207670,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Limite Norte Marinho do PNLP - inicio farol para a barra,Rio Grande do Sul,PRESENT,22.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-31.2529,-50.9093,,,,,,,2016-12-01T00:00:00,1,12,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS449207670,,,,CC0_1_0,,obsr830709,,,2021-03-09T13:10:45.041Z,,
95812,2679749457,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS730874419,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Tapera de López (AICA BA07),Buenos Aires,PRESENT,12.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.3217,-56.7728,,,,,,,2019-03-28T00:00:00,28,3,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS730874419,,,,CC0_1_0,,obsr429380,,,2021-03-09T12:54:26.289Z,,
