,eventDate,individualCount,decimalLatitude,decimalLongitude,day,month,year
159166,12/22/2017 0:00,1.0,-38.104248,-58.836969999999994,22.0,12.0,2017.0
159653,2/21/2004 0:00,150.0,-30.769292999999998,-61.97129,21.0,2.0,2004.0
159730,11/27/2019 0:00,3.0,-34.608204,-58.35397,27.0,11.0,2019.0
159752,1/13/2019 0:00,2.0,-38.15613,-58.729907999999995,13.0,1.0,2019.0
160210,12/3/2017 0:00,1.0,-37.077393,-56.922062,3.0,12.0,2017.0
160570,11/9/2019 0:00,60.0,-31.270046,-60.62696999999999,9.0,11.0,2019.0
161172,2/3/2020 0:00,50.0,-33.05041,-56.463554,3.0,2.0,2020.0
161750,10/15/2006 0:00,25.0,-28.203953000000002,-59.372925,15.0,10.0,2006.0
162070,4/14/2018 0:00,1.0,-22.62098,-52.172707,14.0,4.0,2018.0
162184,2/14/2015 0:00,2.0,-31.871434999999998,-58.211575,14.0,2.0,2015.0
162248,12/7/2016 0:00,120.0,-34.572025,-58.416430000000005,7.0,12.0,2016.0
162785,10/24/1986 0:00,6.0,-36.294113,-56.775604,24.0,10.0,1986.0
163075,12/5/2020 0:00,38.0,-34.451584000000004,-57.71674300000001,5.0,12.0,2020.0
163457,2/22/2016 0:00,25.0,-17.90173,-63.316309999999994,22.0,2.0,2016.0
163718,12/1/2019 0:00,1.0,-34.664265,-58.312286,1.0,12.0,2019.0
163782,11/28/2020 0:00,1.0,-34.424557,-58.716038,28.0,11.0,2020.0
163809,10/29/2020 0:00,2.0,-31.458253999999997,-57.90987,29.0,10.0,2020.0
163959,12/10/2018 0:00,45.0,-36.477759999999996,-56.9873,10.0,12.0,2018.0
164069,12/5/1998 0:00,30.0,-28.069334,-59.2091,5.0,12.0,1998.0
164225,11/22/2018 0:00,1.0,-15.116939000000002,-68.48173,22.0,11.0,2018.0
165598,11/18/2018 0:00,1.0,-35.39066,-57.14751,18.0,11.0,2018.0
165631,2/15/2019 0:00,1.0,-38.257652,-60.398132,15.0,2.0,2019.0
165687,12/16/2016 0:00,9.0,-38.594066999999995,-62.489204,16.0,12.0,2016.0
165775,12/5/2010 0:00,200.0,-33.26065,-57.097664,5.0,12.0,2010.0
165899,1/11/2017 0:00,35.0,-31.871434999999998,-58.211575,11.0,1.0,2017.0
166466,11/8/2019 0:00,24.0,-31.456397999999997,-60.925959999999996,8.0,11.0,2019.0
166996,11/29/2020 0:00,250.0,-34.899727,-57.802223,29.0,11.0,2020.0
167538,3/4/2017 0:00,25.0,-29.978281,-61.8566,4.0,3.0,2017.0
168151,2/12/2019 0:00,1.0,-32.760395,-56.55345,12.0,2.0,2019.0
168931,11/21/2015 0:00,1.0,-38.656895,-59.005680000000005,21.0,11.0,2015.0
168941,2/16/2019 0:00,1.0,-38.436679999999996,-58.221916,16.0,2.0,2019.0
170863,12/21/2018 0:00,13.0,-28.91927,-62.815605000000005,21.0,12.0,2018.0
171051,12/13/2019 0:00,1.0,-34.53852,-58.443703,13.0,12.0,2019.0
171740,12/16/2020 0:00,53.0,-25.435736,-63.88155,16.0,12.0,2020.0
